ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_10_0955483_000,Mpro-protein,-5.212,,exp_23
mol_2024_07_10_1010560_000,Mpro-protein,-6.402,,exp_23
mol_2024_07_10_1015050_000,Mpro-protein,-4.362,,exp_23
mol_2024_07_10_1021020_000,Mpro-protein,-3.789,,exp_23
mol_2024_07_10_1031480_000,Mpro-protein,-5.505,,exp_23
mol_2024_07_10_1011123_000,Mpro-protein,-5.171,,exp_23
mol_2024_07_10_1003300_000,Mpro-protein,-5.256,,exp_23
mol_2024_07_10_1015553_000,Mpro-protein,-4.929,,exp_23
mol_2024_07_10_1028121_000,Mpro-protein,-4.466,,exp_23
mol_2024_07_10_1003023_000,Mpro-protein,-6.361,,exp_23
mol_2024_07_10_1020151_000,Mpro-protein,-4.629,,exp_23
mol_2024_07_10_1006051_000,Mpro-protein,-5.189,,exp_23
mol_2024_07_10_0957383_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_0957383_000.pdb -o mol_2024_07_10_0957383_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_23
mol_2024_07_10_0943132_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_0943132_000.pdb -o mol_2024_07_10_0943132_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_23
mol_2024_07_10_1023432_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1023432_000.pdb -o mol_2024_07_10_1023432_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_23
mol_2024_07_10_0948422_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_0948422_000.pdb -o mol_2024_07_10_0948422_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_23
mol_2024_07_10_1022420_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1022420_000.pdb -o mol_2024_07_10_1022420_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_23
mol_2024_07_10_1016470_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1016470_000.pdb -o mol_2024_07_10_1016470_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_23
mol_2024_07_10_1028423_000,Mpro-protein,-5.671,,exp_23
mol_2024_07_10_1014013_000,Mpro-protein,-5.868,,exp_23
mol_2024_07_10_0957321_000,Mpro-protein,-3.442,,exp_23
mol_2024_07_10_1021510_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1021510_000.pdb -o mol_2024_07_10_1021510_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_23
mol_2024_07_10_1037380_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1037380_000.pdb -o mol_2024_07_10_1037380_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_23
mol_2024_07_10_1018291_000,Mpro-protein,-5.955,,exp_23
mol_2024_07_10_1040070_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1040070_000.pdb -o mol_2024_07_10_1040070_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_23
