ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1252290_000,Mpro-protein,-5.371,,exp_12
mol_2024_07_09_1302231_000,Mpro-protein,-5.575,,exp_12
mol_2024_07_09_1305143_000,Mpro-protein,-5.586,,exp_12
mol_2024_07_09_1257231_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1257231_000.pdb -o mol_2024_07_09_1257231_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1255231_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1255231_000.pdb -o mol_2024_07_09_1255231_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1245023_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1245023_000.pdb -o mol_2024_07_09_1245023_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1248180_000,Mpro-protein,-5.929,,exp_12
mol_2024_07_09_1259241_000,Mpro-protein,-5.564,,exp_12
mol_2024_07_09_1301102_000,Mpro-protein,-5.733,,exp_12
mol_2024_07_09_1256162_000,Mpro-protein,-5.866,,exp_12
mol_2024_07_09_1242280_000,Mpro-protein,-5.002,,exp_12
mol_2024_07_09_1247323_000,Mpro-protein,-5.325,,exp_12
mol_2024_07_09_1251413_000,Mpro-protein,-5.137,,exp_12
mol_2024_07_09_1252333_000,Mpro-protein,-5.595,,exp_12
mol_2024_07_09_1249342_000,Mpro-protein,-6.178,,exp_12
mol_2024_07_09_1308231_000,Mpro-protein,-5.513,,exp_12
mol_2024_07_09_1303392_000,Mpro-protein,-5.918,,exp_12
mol_2024_07_09_1249241_000,Mpro-protein,-5.087,,exp_12
mol_2024_07_09_1300420_000,Mpro-protein,-5.195,,exp_12
mol_2024_07_09_1246390_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1246390_000.pdb -o mol_2024_07_09_1246390_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1259213_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1259213_000.pdb -o mol_2024_07_09_1259213_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1305231_000,Mpro-protein,-5.938,,exp_12
mol_2024_07_09_1303560_000,Mpro-protein,-5.566,,exp_12
mol_2024_07_09_1249070_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1249070_000.pdb -o mol_2024_07_09_1249070_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1306220_000,Mpro-protein,-5.006,,exp_12
mol_2024_07_09_1308042_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1308042_000.pdb -o mol_2024_07_09_1308042_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1300123_000,Mpro-protein,-6.46,,exp_12
mol_2024_07_09_1245010_000,Mpro-protein,-6.463,,exp_12
mol_2024_07_09_1307241_000,Mpro-protein,-6.054,,exp_12
mol_2024_07_09_1245523_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1245523_000.pdb -o mol_2024_07_09_1245523_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1251241_000,Mpro-protein,-5.981,,exp_12
mol_2024_07_09_1308393_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1308393_000.pdb -o mol_2024_07_09_1308393_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1250503_000,Mpro-protein,-5.043,,exp_12
mol_2024_07_09_1259050_000,Mpro-protein,-5.942,,exp_12
mol_2024_07_09_1254110_000,Mpro-protein,-5.653,,exp_12
mol_2024_07_09_1253253_000,Mpro-protein,-6.16,,exp_12
mol_2024_07_09_1246261_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1246261_000.pdb -o mol_2024_07_09_1246261_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1300231_000,Mpro-protein,-5.466,,exp_12
mol_2024_07_09_1250241_000,Mpro-protein,-6.505,,exp_12
mol_2024_07_09_1257260_000,Mpro-protein,-5.551,,exp_12
mol_2024_07_09_1304233_000,Mpro-protein,-5.958,,exp_12
mol_2024_07_09_1248243_000,Mpro-protein,-4.758,,exp_12
mol_2024_07_09_1250470_000,Mpro-protein,-4.629,,exp_12
mol_2024_07_09_1247292_000,Mpro-protein,-6.528,,exp_12
mol_2024_07_09_1301033_000,Mpro-protein,-6.229,,exp_12
mol_2024_07_09_1245500_000,Mpro-protein,-4.662,,exp_12
mol_2024_07_09_1258382_000,Mpro-protein,-5.639,,exp_12
mol_2024_07_09_1301543_000,Mpro-protein,-6.46,,exp_12
mol_2024_07_09_1253210_000,Mpro-protein,-5.221,,exp_12
mol_2024_07_09_1247270_000,Mpro-protein,-6.051,,exp_12
mol_2024_07_09_1244133_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1244133_000.pdb -o mol_2024_07_09_1244133_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1245261_000,Mpro-protein,-5.839,,exp_12
mol_2024_07_09_1243180_000,Mpro-protein,-5.15,,exp_12
mol_2024_07_09_1305330_000,Mpro-protein,-4.947,,exp_12
mol_2024_07_09_1254022_000,Mpro-protein,-6.641,,exp_12
mol_2024_07_09_1307483_000,Mpro-protein,-5.998,,exp_12
