ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1449193_000,Mpro-protein,-3.938,,exp_16
mol_2024_07_09_1458382_000,Mpro-protein,-4.984,,exp_16
mol_2024_07_09_1445250_000,Mpro-protein,-5.845,,exp_16
mol_2024_07_09_1501153_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1501153_000.pdb -o mol_2024_07_09_1501153_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1504531_000,Mpro-protein,-5.89,,exp_16
mol_2024_07_09_1448420_000,Mpro-protein,-5.37,,exp_16
mol_2024_07_09_1458433_000,Mpro-protein,-5.06,,exp_16
mol_2024_07_09_1447121_000,Mpro-protein,-5.28,,exp_16
mol_2024_07_09_1500441_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1500441_000.pdb -o mol_2024_07_09_1500441_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1455203_000,Mpro-protein,-5.275,,exp_16
mol_2024_07_09_1452470_000,Mpro-protein,-5.59,,exp_16
mol_2024_07_09_1447263_000,Mpro-protein,-4.935,,exp_16
mol_2024_07_09_1503162_000,Mpro-protein,-5.813,,exp_16
mol_2024_07_09_1506380_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1506380_000.pdb -o mol_2024_07_09_1506380_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1451261_000,Mpro-protein,-4.975,,exp_16
mol_2024_07_09_1458431_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1458431_000.pdb -o mol_2024_07_09_1458431_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1502471_000,Mpro-protein,-4.947,,exp_16
mol_2024_07_09_1503501_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1503501_000.pdb -o mol_2024_07_09_1503501_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1449451_000,Mpro-protein,-6.037,,exp_16
mol_2024_07_09_1456083_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1456083_000.pdb -o mol_2024_07_09_1456083_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1448551_000,Mpro-protein,-5.126,,exp_16
mol_2024_07_09_1507001_000,Mpro-protein,-4.793,,exp_16
mol_2024_07_09_1502073_000,Mpro-protein,-4.938,,exp_16
mol_2024_07_09_1503180_000,Mpro-protein,-4.918,,exp_16
mol_2024_07_09_1443482_000,Mpro-protein,-4.78,,exp_16
mol_2024_07_09_1502300_000,Mpro-protein,-5.465,,exp_16
mol_2024_07_09_1449382_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1449382_000.pdb -o mol_2024_07_09_1449382_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1504393_000,Mpro-protein,-4.979,,exp_16
mol_2024_07_09_1453370_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1453370_000.pdb -o mol_2024_07_09_1453370_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1501400_000,Mpro-protein,-5.067,,exp_16
mol_2024_07_09_1444380_000,Mpro-protein,-5.458,,exp_16
mol_2024_07_09_1500020_000,Mpro-protein,-5.068,,exp_16
mol_2024_07_09_1449320_000,Mpro-protein,-4.947,,exp_16
mol_2024_07_09_1500532_000,Mpro-protein,-4.05,,exp_16
mol_2024_07_09_1452322_000,Mpro-protein,-4.325,,exp_16
mol_2024_07_09_1444443_000,Mpro-protein,-4.842,,exp_16
mol_2024_07_09_1445312_000,Mpro-protein,-5.781,,exp_16
mol_2024_07_09_1505293_000,Mpro-protein,-5.419,,exp_16
mol_2024_07_09_1454313_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1454313_000.pdb -o mol_2024_07_09_1454313_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1507133_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1507133_000.pdb -o mol_2024_07_09_1507133_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1448031_000,Mpro-protein,-5.652,,exp_16
mol_2024_07_09_1508053_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1508053_000.pdb -o mol_2024_07_09_1508053_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1451073_000,Mpro-protein,-5.833,,exp_16
mol_2024_07_09_1457513_000,Mpro-protein,-5.821,,exp_16
mol_2024_07_09_1500243_000,Mpro-protein,-3.62,,exp_16
mol_2024_07_09_1448262_000,Mpro-protein,-5.341,,exp_16
mol_2024_07_09_1452493_000,Mpro-protein,-5.149,,exp_16
mol_2024_07_09_1456461_000,Mpro-protein,-5.529,,exp_16
mol_2024_07_09_1458250_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1458250_000.pdb -o mol_2024_07_09_1458250_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1446150_000,Mpro-protein,-5.049,,exp_16
mol_2024_07_09_1501451_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1501451_000.pdb -o mol_2024_07_09_1501451_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
mol_2024_07_09_1446232_000,Mpro-protein,-3.897,,exp_16
mol_2024_07_09_1446313_000,Mpro-protein,-4.833,,exp_16
mol_2024_07_09_1457441_000,Mpro-protein,-6.869,,exp_16
mol_2024_07_09_1452171_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1452171_000.pdb -o mol_2024_07_09_1452171_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_16
