ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1525243_000,Mpro-protein,-4.455,,exp_17
mol_2024_07_09_1518260_000,Mpro-protein,-4.334,,exp_17
mol_2024_07_09_1530590_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1530590_000.pdb -o mol_2024_07_09_1530590_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_17
mol_2024_07_09_1513373_000,Mpro-protein,-3.825,,exp_17
mol_2024_07_09_1535332_000,Mpro-protein,-3.535,,exp_17
mol_2024_07_09_1531273_000,Mpro-protein,-4.001,,exp_17
mol_2024_07_09_1517350_000,Mpro-protein,-3.142,,exp_17
mol_2024_07_09_1541561_000,Mpro-protein,-3.438,,exp_17
mol_2024_07_09_1519150_000,Mpro-protein,-3.763,,exp_17
mol_2024_07_09_1537380_000,Mpro-protein,-4.362,,exp_17
mol_2024_07_09_1514273_000,Mpro-protein,-3.754,,exp_17
mol_2024_07_09_1538253_000,Mpro-protein,-4.691,,exp_17
mol_2024_07_09_1533270_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1533270_000.pdb -o mol_2024_07_09_1533270_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_17
mol_2024_07_09_1537141_000,Mpro-protein,-4.097,,exp_17
mol_2024_07_09_1524160_000,Mpro-protein,-4.674,,exp_17
mol_2024_07_09_1537343_000,Mpro-protein,-4.515,,exp_17
mol_2024_07_09_1536403_000,Mpro-protein,-3.866,,exp_17
mol_2024_07_09_1512382_000,Mpro-protein,-3.353,,exp_17
mol_2024_07_09_1525570_000,Mpro-protein,-4.142,,exp_17
mol_2024_07_09_1516183_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1516183_000.pdb -o mol_2024_07_09_1516183_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_17
mol_2024_07_09_1527083_000,Mpro-protein,-4.53,,exp_17
mol_2024_07_09_1510113_000,Mpro-protein,-3.994,,exp_17
mol_2024_07_09_1535590_000,Mpro-protein,-4.14,,exp_17
mol_2024_07_09_1534491_000,Mpro-protein,-4.278,,exp_17
mol_2024_07_09_1539180_000,Mpro-protein,-3.783,,exp_17
mol_2024_07_09_1523413_000,Mpro-protein,-4.676,,exp_17
mol_2024_07_09_1510550_000,Mpro-protein,-4.419,,exp_17
mol_2024_07_09_1520570_000,Mpro-protein,-4.041,,exp_17
mol_2024_07_09_1533133_000,Mpro-protein,-3.97,,exp_17
mol_2024_07_09_1520401_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1520401_000.pdb -o mol_2024_07_09_1520401_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_17
