ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1408412_000,Mpro-protein,-6.324,,exp_15
mol_2024_07_09_1424093_000,Mpro-protein,-7.484,,exp_15
mol_2024_07_09_1407221_000,Mpro-protein,-6.24,,exp_15
mol_2024_07_09_1431270_000,Mpro-protein,-8.118,,exp_15
mol_2024_07_09_1418251_000,Mpro-protein,-7.515,,exp_15
mol_2024_07_09_1412283_000,Mpro-protein,-6.367,,exp_15
mol_2024_07_09_1417273_000,Mpro-protein,-8.063,,exp_15
mol_2024_07_09_1429143_000,Mpro-protein,-7.925,,exp_15
mol_2024_07_09_1423060_000,Mpro-protein,-7.959,,exp_15
mol_2024_07_09_1427180_000,Mpro-protein,-6.609,,exp_15
mol_2024_07_09_1427411_000,Mpro-protein,-7.672,,exp_15
mol_2024_07_09_1413181_000,Mpro-protein,-7.619,,exp_15
mol_2024_07_09_1419460_000,Mpro-protein,-7.467,,exp_15
mol_2024_07_09_1429441_000,Mpro-protein,-7.416,,exp_15
mol_2024_07_09_1422170_000,Mpro-protein,-7.54,,exp_15
mol_2024_07_09_1411161_000,Mpro-protein,-7.479,,exp_15
mol_2024_07_09_1418173_000,Mpro-protein,-7.966,,exp_15
mol_2024_07_09_1429122_000,Mpro-protein,-6.995,,exp_15
mol_2024_07_09_1425503_000,Mpro-protein,-7.564,,exp_15
mol_2024_07_09_1424372_000,Mpro-protein,-6.488,,exp_15
mol_2024_07_09_1425400_000,Mpro-protein,-7.243,,exp_15
mol_2024_07_09_1428070_000,Mpro-protein,-6.562,,exp_15
mol_2024_07_09_1432170_000,Mpro-protein,-7.6,,exp_15
mol_2024_07_09_1420473_000,Mpro-protein,-6.54,,exp_15
mol_2024_07_09_1430380_000,Mpro-protein,-6.928,,exp_15
mol_2024_07_09_1420380_000,Mpro-protein,-7.577,,exp_15
mol_2024_07_09_1410522_000,Mpro-protein,-6.613,,exp_15
mol_2024_07_09_1416231_000,Mpro-protein,-6.177,,exp_15
mol_2024_07_09_1415483_000,Mpro-protein,-7.935,,exp_15
mol_2024_07_09_1408171_000,Mpro-protein,-8.2,,exp_15
mol_2024_07_09_1420291_000,Mpro-protein,-6.805,,exp_15
mol_2024_07_09_1423351_000,Mpro-protein,-7.509,,exp_15
mol_2024_07_09_1417402_000,Mpro-protein,-7.839,,exp_15
mol_2024_07_09_1414000_000,Mpro-protein,-6.916,,exp_15
mol_2024_07_09_1423570_000,Mpro-protein,-7.984,,exp_15
mol_2024_07_09_1410151_000,Mpro-protein,-7.453,,exp_15
mol_2024_07_09_1421311_000,Mpro-protein,-7.517,,exp_15
mol_2024_07_09_1408090_000,Mpro-protein,-8.03,,exp_15
mol_2024_07_09_1411300_000,Mpro-protein,-6.731,,exp_15
mol_2024_07_09_1422331_000,Mpro-protein,-6.913,,exp_15
mol_2024_07_09_1414191_000,Mpro-protein,-7.411,,exp_15
mol_2024_07_09_1419271_000,Mpro-protein,-6.471,,exp_15
mol_2024_07_09_1408590_000,Mpro-protein,-6.562,,exp_15
mol_2024_07_09_1431481_000,Mpro-protein,-6.498,,exp_15
mol_2024_07_09_1407263_000,Mpro-protein,-7.254,,exp_15
mol_2024_07_09_1413183_000,Mpro-protein,-8.221,,exp_15
mol_2024_07_09_1416373_000,Mpro-protein,-7.398,,exp_15
mol_2024_07_09_1406321_000,Mpro-protein,-7.927,,exp_15
mol_2024_07_09_1426401_000,Mpro-protein,-7.946,,exp_15
mol_2024_07_09_1409583_000,Mpro-protein,-7.929,,exp_15
mol_2024_07_09_1415390_000,Mpro-protein,-6.644,,exp_15
mol_2024_07_09_1430543_000,Mpro-protein,-7.961,,exp_15
mol_2024_07_09_1430461_000,Mpro-protein,-6.458,,exp_15
mol_2024_07_09_1411383_000,Mpro-protein,-6.534,,exp_15
mol_2024_07_09_1414490_000,Mpro-protein,-7.579,,exp_15
mol_2024_07_09_1410483_000,Mpro-protein,-7.5,,exp_15
mol_2024_07_09_1421270_000,Mpro-protein,-7.055,,exp_15
mol_2024_07_09_1407210_000,Mpro-protein,-7.855,,exp_15
mol_2024_07_09_1419073_000,Mpro-protein,-7.205,,exp_15
mol_2024_07_09_1424480_000,Mpro-protein,-7.367,,exp_15
mol_2024_07_09_1426542_000,Mpro-protein,-6.744,,exp_15
mol_2024_07_09_1413082_000,Mpro-protein,-7.524,,exp_15
mol_2024_07_09_1405463_000,Mpro-protein,-7.491,,exp_15
mol_2024_07_09_1410390_000,Mpro-protein,-7.372,,exp_15
mol_2024_07_09_1419582_000,Mpro-protein,-7.549,,exp_15
mol_2024_07_09_1415242_000,Mpro-protein,-6.024,,exp_15
mol_2024_07_09_1406343_000,Mpro-protein,-7.529,,exp_15
mol_2024_07_09_1412190_000,Mpro-protein,-7.27,,exp_15
mol_2024_07_09_1412161_000,Mpro-protein,-6.63,,exp_15
mol_2024_07_09_1409083_000,Mpro-protein,-7.291,,exp_15
mol_2024_07_09_1406462_000,Mpro-protein,-6.485,,exp_15
mol_2024_07_09_1417180_000,Mpro-protein,-7.71,,exp_15
mol_2024_07_09_1405421_000,Mpro-protein,-8.121,,exp_15
mol_2024_07_09_1405410_000,Mpro-protein,-5.911,,exp_15
mol_2024_07_09_1426423_000,Mpro-protein,-7.979,,exp_15
mol_2024_07_09_1417241_000,Mpro-protein,-7.896,,exp_15
mol_2024_07_09_1425381_000,Mpro-protein,-6.174,,exp_15
mol_2024_07_09_1426280_000,Mpro-protein,-6.96,,exp_15
mol_2024_07_09_1428560_000,Mpro-protein,-7.3,,exp_15
mol_2024_07_09_1415003_000,Mpro-protein,-7.212,,exp_15
mol_2024_07_09_1418080_000,Mpro-protein,-8.065,,exp_15
