ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_10_1800131_000,Mpro-protein,-5.25,,exp_30
mol_2024_07_10_1754523_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1754523_000.pdb -o mol_2024_07_10_1754523_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1749093_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1749093_000.pdb -o mol_2024_07_10_1749093_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1757000_000,Mpro-protein,-5.437,,exp_30
mol_2024_07_10_1745590_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1745590_000.pdb -o mol_2024_07_10_1745590_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1748431_000,Mpro-protein,-5.484,,exp_30
mol_2024_07_10_1745192_000,Mpro-protein,-5.808,,exp_30
mol_2024_07_10_1759443_000,Mpro-protein,-4.954,,exp_30
mol_2024_07_10_1752553_000,Mpro-protein,-4.691,,exp_30
mol_2024_07_10_1746571_000,Mpro-protein,-5.092,,exp_30
mol_2024_07_10_1746232_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1746232_000.pdb -o mol_2024_07_10_1746232_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1741532_000,Mpro-protein,-5.458,,exp_30
mol_2024_07_10_1750590_000,Mpro-protein,-5.41,,exp_30
mol_2024_07_10_1747380_000,Mpro-protein,-5.341,,exp_30
