Unnamed: 0,ligand_name,protein_name,computed_dG,error_message,exp_id
0,mol_2024_07_09_1757030_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1757030_000.pdb -o mol_2024_07_09_1757030_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_22
mol_2024_07_09_1809100_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1809100_000.pdb -o mol_2024_07_09_1809100_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_22
mol_2024_07_09_1749012_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1749012_000.pdb -o mol_2024_07_09_1749012_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_22
mol_2024_07_09_1752491_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1752491_000.pdb -o mol_2024_07_09_1752491_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_22
mol_2024_07_09_1757533_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1757533_000.pdb -o mol_2024_07_09_1757533_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_22
mol_2024_07_09_1808211_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1808211_000.pdb -o mol_2024_07_09_1808211_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_22
mol_2024_07_09_1759320_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1759320_000.pdb -o mol_2024_07_09_1759320_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_22
mol_2024_07_09_1808523_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1808523_000.pdb -o mol_2024_07_09_1808523_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_22
mol_2024_07_09_1752532_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1752532_000.pdb -o mol_2024_07_09_1752532_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_22
mol_2024_07_09_1805293_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1805293_000.pdb -o mol_2024_07_09_1805293_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_22
mol_2024_07_09_1813141_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1813141_000.pdb -o mol_2024_07_09_1813141_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_22
