ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1655561_000,Mpro-protein,-15.6,,exp_20
mol_2024_07_09_1700533_000,Mpro-protein,-15.99,,exp_20
mol_2024_07_09_1655113_000,Mpro-protein,-18.17,,exp_20
mol_2024_07_09_1714063_000,Mpro-protein,-16.59,,exp_20
mol_2024_07_09_1656200_000,Mpro-protein,-17.07,,exp_20
mol_2024_07_09_1711092_000,Mpro-protein,-15.19,,exp_20
mol_2024_07_09_1718132_000,Mpro-protein,-16.88,,exp_20
mol_2024_07_09_1704363_000,Mpro-protein,-17.24,,exp_20
mol_2024_07_09_1651222_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1651222_000.pdb -o mol_2024_07_09_1651222_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1708030_000,Mpro-protein,-19.64,,exp_20
mol_2024_07_09_1710233_000,Mpro-protein,-17.04,,exp_20
mol_2024_07_09_1703491_000,Mpro-protein,-14.86,,exp_20
mol_2024_07_09_1654571_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1654571_000.pdb -o mol_2024_07_09_1654571_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1711441_000,Mpro-protein,-14.92,,exp_20
mol_2024_07_09_1702443_000,Mpro-protein,-17.92,,exp_20
mol_2024_07_09_1658013_000,Mpro-protein,-17.36,,exp_20
mol_2024_07_09_1711193_000,Mpro-protein,-14.52,,exp_20
mol_2024_07_09_1651233_000,Mpro-protein,-17.27,,exp_20
mol_2024_07_09_1712200_000,Mpro-protein,-16.01,,exp_20
mol_2024_07_09_1701491_000,Mpro-protein,-20.17,,exp_20
mol_2024_07_09_1702590_000,Mpro-protein,-19.07,,exp_20
mol_2024_07_09_1703422_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1703422_000.pdb -o mol_2024_07_09_1703422_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1659553_000,Mpro-protein,-16.01,,exp_20
mol_2024_07_09_1715593_000,Mpro-protein,-19.61,,exp_20
mol_2024_07_09_1657531_000,Mpro-protein,-15.49,,exp_20
mol_2024_07_09_1704390_000,Mpro-protein,-15.5,,exp_20
mol_2024_07_09_1703500_000,Mpro-protein,-14.25,,exp_20
mol_2024_07_09_1654001_000,Mpro-protein,-20.34,,exp_20
mol_2024_07_09_1715420_000,Mpro-protein,-19.27,,exp_20
mol_2024_07_09_1653143_000,Mpro-protein,-16.07,,exp_20
mol_2024_07_09_1652070_000,Mpro-protein,-15.2,,exp_20
mol_2024_07_09_1708540_000,Mpro-protein,-18.25,,exp_20
mol_2024_07_09_1713083_000,Mpro-protein,-17.46,,exp_20
mol_2024_07_09_1709243_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1709243_000.pdb -o mol_2024_07_09_1709243_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1659521_000,Mpro-protein,-16.07,,exp_20
mol_2024_07_09_1712431_000,Mpro-protein,-16.22,,exp_20
mol_2024_07_09_1651170_000,Mpro-protein,-16.99,,exp_20
mol_2024_07_09_1653302_000,Mpro-protein,-18.18,,exp_20
mol_2024_07_09_1706313_000,Mpro-protein,-14.97,,exp_20
mol_2024_07_09_1706200_000,Mpro-protein,-15.39,,exp_20
mol_2024_07_09_1652081_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1652081_000.pdb -o mol_2024_07_09_1652081_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1709460_000,Mpro-protein,-14.54,,exp_20
mol_2024_07_09_1717421_000,Mpro-protein,-18.37,,exp_20
mol_2024_07_09_1652183_000,Mpro-protein,-16.86,,exp_20
mol_2024_07_09_1700501_000,Mpro-protein,-17.48,,exp_20
mol_2024_07_09_1655472_000,Mpro-protein,-16.05,,exp_20
mol_2024_07_09_1702491_000.sdf,Mpro-protein.pdb,,"Command ./vina/vina_1.2.5_linux_x86_64 --config mol_2024_07_09_1702491_000_Mpro-protein_config.txt failed: 


PDBQT parsing error: Atom type B is not a valid AutoDock type (atom types are case-sensitive).
 > HETATM   17  B   UNL     1       8.704  -0.910  22.350  1.00  0.00     0.496 B 
",exp_20
mol_2024_07_09_1707120_000.sdf,Mpro-protein.pdb,,"Command ./vina/vina_1.2.5_linux_x86_64 --config mol_2024_07_09_1707120_000_Mpro-protein_config.txt failed: 


PDBQT parsing error: Atom type B is not a valid AutoDock type (atom types are case-sensitive).
 > HETATM    7  B   UNL     1       8.938  -1.060  23.114  1.00  0.00     0.772 B 
",exp_20
mol_2024_07_09_1713100_000,Mpro-protein,-15.66,,exp_20
mol_2024_07_09_1653031_000,Mpro-protein,-17.33,,exp_20
mol_2024_07_09_1708382_000,Mpro-protein,-18.47,,exp_20
mol_2024_07_09_1708263_000,Mpro-protein,-16.93,,exp_20
mol_2024_07_09_1654123_000,Mpro-protein,-17.83,,exp_20
mol_2024_07_09_1707283_000,Mpro-protein,-15.51,,exp_20
mol_2024_07_09_1656073_000,Mpro-protein,-18.28,,exp_20
mol_2024_07_09_1711300_000,Mpro-protein,-17.11,,exp_20
mol_2024_07_09_1712133_000,Mpro-protein,-16.68,,exp_20
mol_2024_07_09_1701042_000,Mpro-protein,-19.02,,exp_20
mol_2024_07_09_1716320_000,Mpro-protein,-19.74,,exp_20
mol_2024_07_09_1714010_000,Mpro-protein,-16.92,,exp_20
mol_2024_07_09_1705323_000,Mpro-protein,-15.47,,exp_20
mol_2024_07_09_1658500_000,Mpro-protein,-15.6,,exp_20
mol_2024_07_09_1659400_000,Mpro-protein,-19.05,,exp_20
mol_2024_07_09_1706471_000,Mpro-protein,-16.56,,exp_20
mol_2024_07_09_1658000_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1658000_000.pdb -o mol_2024_07_09_1658000_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1709451_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1709451_000.pdb -o mol_2024_07_09_1709451_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1707461_000,Mpro-protein,-15.44,,exp_20
mol_2024_07_09_1658531_000,Mpro-protein,-17.59,,exp_20
mol_2024_07_09_1659003_000,Mpro-protein,-15.72,,exp_20
mol_2024_07_09_1650270_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1650270_000.pdb -o mol_2024_07_09_1650270_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1654400_000,Mpro-protein,-15.76,,exp_20
mol_2024_07_09_1710441_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1710441_000.pdb -o mol_2024_07_09_1710441_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1701483_000,Mpro-protein,-17.38,,exp_20
mol_2024_07_09_1716593_000,Mpro-protein,-15.83,,exp_20
