ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_10_1817370_000,Mpro-protein,-6.113,,exp_31
mol_2024_07_10_1820590_000,Mpro-protein,-7.129,,exp_31
mol_2024_07_10_1817213_000,Mpro-protein,-5.057,,exp_31
mol_2024_07_10_1824562_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1824562_000.pdb -o mol_2024_07_10_1824562_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_31
mol_2024_07_10_1832563_000,Mpro-protein,-6.085,,exp_31
mol_2024_07_10_1811323_000,Mpro-protein,-6.082,,exp_31
mol_2024_07_10_1825581_000,Mpro-protein,-6.439,,exp_31
mol_2024_07_10_1825590_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1825590_000.pdb -o mol_2024_07_10_1825590_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_31
mol_2024_07_10_1815461_000,Mpro-protein,-6.023,,exp_31
mol_2024_07_10_1820543_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1820543_000.pdb -o mol_2024_07_10_1820543_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_31
mol_2024_07_10_1827360_000,Mpro-protein,-5.679,,exp_31
mol_2024_07_10_1822393_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1822393_000.pdb -o mol_2024_07_10_1822393_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_31
mol_2024_07_10_1824243_000,Mpro-protein,-6.184,,exp_31
mol_2024_07_10_1810022_000,Mpro-protein,-5.618,,exp_31
mol_2024_07_10_1826583_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1826583_000.pdb -o mol_2024_07_10_1826583_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_31
mol_2024_07_10_1819180_000,Mpro-protein,-6.738,,exp_31
mol_2024_07_10_1811101_000,Mpro-protein,-6.97,,exp_31
mol_2024_07_10_1815570_000,Mpro-protein,-5.441,,exp_31
mol_2024_07_10_1811440_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1811440_000.pdb -o mol_2024_07_10_1811440_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_31
mol_2024_07_10_1816152_000,Mpro-protein,-5.951,,exp_31
mol_2024_07_10_1832043_000,Mpro-protein,-5.726,,exp_31
mol_2024_07_10_1830050_000,Mpro-protein,-6.492,,exp_31
mol_2024_07_10_1821181_000,Mpro-protein,-6.929,,exp_31
