24
stable:False satoms:20 tatoms:24 sratio:0.8333333333333334
H 9.829862595 -0.889990211 23.803325653
O 10.483380318 -0.637826145 21.419652939
H 8.658093452 -0.638313055 26.105524063
H 11.434458733 1.154770255 21.293243408
H 6.117021561 -4.140358925 21.588653564
H 7.215948582 -3.785754204 20.238821030
O 9.946975708 1.420130610 22.599590302
H 11.611730576 0.245242536 22.833675385
H 7.812989235 -4.653189182 21.686780930
H 6.844892979 -2.106425285 22.399044037
H 8.323033333 -1.711500049 24.188127518
N 7.551886559 -2.622062922 21.911407471
O 9.664654732 -2.957760572 22.480485916
C 9.275731087 -1.027401447 21.105451584
C 8.847617149 -2.303306580 21.913513184
O 8.921498299 -0.098181821 25.389411926
H 7.576748371 -0.090678878 22.354949951
C 10.902477264 0.553589642 22.054916382
C 7.140320778 -3.880270720 21.327783585
O 8.630934715 -0.534404755 20.236961365
H 7.173191071 0.583051085 23.936246872
C 7.999987602 0.269934714 23.295911789
C 8.799279213 1.297262192 22.975133896
C 8.821331978 -0.736692071 24.158100128
