ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_10_1800131_000_0,Mpro-protein,-6.241024,,exp_30
mol_2024_07_10_1800131_000_0,Mpro-protein,-6.091922,,exp_30
mol_2024_07_10_1754523_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1754523_000_docked.sdf,exp_30
mol_2024_07_10_1749093_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1749093_000_docked.sdf,exp_30
mol_2024_07_10_1757000_000_0,Mpro-protein,-7.335155,,exp_30
mol_2024_07_10_1757000_000_0,Mpro-protein,-7.305223,,exp_30
mol_2024_07_10_1745590_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1745590_000_docked.sdf,exp_30
mol_2024_07_10_1748431_000_0,Mpro-protein,-6.083045,,exp_30
mol_2024_07_10_1748431_000_0,Mpro-protein,-5.996638,,exp_30
mol_2024_07_10_1745192_000_0,Mpro-protein,-6.766074,,exp_30
mol_2024_07_10_1745192_000_0,Mpro-protein,-6.837463,,exp_30
mol_2024_07_10_1759443_000_0,Mpro-protein,-7.252256,,exp_30
mol_2024_07_10_1759443_000_0,Mpro-protein,-7.07591,,exp_30
mol_2024_07_10_1752553_000_0,Mpro-protein,-6.127935,,exp_30
mol_2024_07_10_1752553_000_0,Mpro-protein,-6.246611,,exp_30
mol_2024_07_10_1746571_000_0,Mpro-protein,-6.647125,,exp_30
mol_2024_07_10_1746571_000_0,Mpro-protein,-6.626158,,exp_30
mol_2024_07_10_1746232_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1746232_000_docked.sdf,exp_30
mol_2024_07_10_1741532_000_0,Mpro-protein,-5.610086,,exp_30
mol_2024_07_10_1741532_000_0,Mpro-protein,-5.588174,,exp_30
mol_2024_07_10_1750590_000_0,Mpro-protein,-5.169258,,exp_30
mol_2024_07_10_1750590_000_0,Mpro-protein,-5.095405,,exp_30
mol_2024_07_10_1747380_000_0,Mpro-protein,-6.227826,,exp_30
mol_2024_07_10_1747380_000_0,Mpro-protein,-6.32109,,exp_30
mol_2024_07_10_1744231_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1744231_000_docked.sdf,exp_30
mol_2024_07_10_1801581_000_0,Mpro-protein,-5.582584,,exp_30
mol_2024_07_10_1801581_000_0,Mpro-protein,-5.65257,,exp_30
mol_2024_07_10_1756152_000_0,Mpro-protein,-5.728083,,exp_30
mol_2024_07_10_1756152_000_0,Mpro-protein,-5.749886,,exp_30
mol_2024_07_10_1753061_000_0,Mpro-protein,-7.009812,,exp_30
mol_2024_07_10_1753061_000_0,Mpro-protein,-6.710621,,exp_30
mol_2024_07_10_1756493_000_0,Mpro-protein,-6.092315,,exp_30
mol_2024_07_10_1756493_000_0,Mpro-protein,-6.020534,,exp_30
mol_2024_07_10_1747322_000_0,Mpro-protein,-5.783649,,exp_30
mol_2024_07_10_1747322_000_0,Mpro-protein,-5.452693,,exp_30
mol_2024_07_10_1750090_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1750090_000_docked.sdf,exp_30
mol_2024_07_10_1755463_000_0,Mpro-protein,-6.685897,,exp_30
mol_2024_07_10_1755463_000_0,Mpro-protein,-6.707547,,exp_30
mol_2024_07_10_1805240_000_0,Mpro-protein,-5.258029,,exp_30
mol_2024_07_10_1805240_000_0,Mpro-protein,-5.530282,,exp_30
mol_2024_07_10_1757483_000_0,Mpro-protein,-6.619579,,exp_30
mol_2024_07_10_1757483_000_0,Mpro-protein,-6.739721,,exp_30
mol_2024_07_10_1756451_000_0,Mpro-protein,-5.068021,,exp_30
mol_2024_07_10_1756451_000_0,Mpro-protein,-5.054348,,exp_30
mol_2024_07_10_1753581_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_30
mol_2024_07_10_1803522_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1803522_000_docked.sdf,exp_30
mol_2024_07_10_1748123_000_0,Mpro-protein,-6.757708,,exp_30
mol_2024_07_10_1748123_000_0,Mpro-protein,-6.963334,,exp_30
mol_2024_07_10_1741553_000_0,Mpro-protein,-6.172641,,exp_30
mol_2024_07_10_1741553_000_0,Mpro-protein,-6.157761,,exp_30
mol_2024_07_10_1803363_000_0,Mpro-protein,-8.402494,,exp_30
mol_2024_07_10_1803363_000_0,Mpro-protein,-8.382121,,exp_30
mol_2024_07_10_1758281_000_0,Mpro-protein,-5.768602,,exp_30
mol_2024_07_10_1758281_000_0,Mpro-protein,-5.649467,,exp_30
mol_2024_07_10_1753553_000_0,Mpro-protein,-7.447273,,exp_30
mol_2024_07_10_1753553_000_0,Mpro-protein,-7.410522,,exp_30
