Unnamed: 0,ligand_name,protein_name,Chemgauss4,error_message,exp_id
0,mol_2024_07_10_1427063_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1427063_000_docked.sdf,exp_27
mol_2024_07_10_1415521_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1415521_000_docked.sdf,,exp_27
mol_2024_07_10_1437271_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1437271_000_docked.sdf,,exp_27
mol_2024_07_10_1449583_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1449583_000_docked.sdf,,exp_27
mol_2024_07_10_1429470_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1429470_000_docked.sdf,,exp_27
mol_2024_07_10_1434480_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1434480_000_docked.sdf,,exp_27
mol_2024_07_10_1422263_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1422263_000_docked.sdf,,exp_27
mol_2024_07_10_1407451_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1407451_000_docked.sdf,,exp_27
mol_2024_07_10_1434473_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1434473_000_docked.sdf,,exp_27
mol_2024_07_10_1436402_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1436402_000_docked.sdf,,exp_27
mol_2024_07_10_1438392_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1438392_000_docked.sdf,,exp_27
mol_2024_07_10_1402403_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1402403_000_docked.sdf,,exp_27
mol_2024_07_10_1418550_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1418550_000_docked.sdf,,exp_27
mol_2024_07_10_1422121_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1422121_000_docked.sdf,,exp_27
mol_2024_07_10_1404323_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1404323_000_docked.sdf,,exp_27
