ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_10_1817370_000_0,Mpro-protein,-7.277194,,exp_31
mol_2024_07_10_1817370_000_0,Mpro-protein,-7.330709,,exp_31
mol_2024_07_10_1820590_000_0,Mpro-protein,-7.316279,,exp_31
mol_2024_07_10_1820590_000_0,Mpro-protein,-7.36377,,exp_31
mol_2024_07_10_1817213_000_0,Mpro-protein,-6.128107,,exp_31
mol_2024_07_10_1817213_000_0,Mpro-protein,-6.178764,,exp_31
mol_2024_07_10_1824562_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1824562_000_docked.sdf,exp_31
mol_2024_07_10_1832563_000_0,Mpro-protein,-5.980915,,exp_31
mol_2024_07_10_1832563_000_0,Mpro-protein,-6.093708,,exp_31
mol_2024_07_10_1811323_000_0,Mpro-protein,-8.844077,,exp_31
mol_2024_07_10_1811323_000_0,Mpro-protein,-9.027029,,exp_31
mol_2024_07_10_1825581_000_0,Mpro-protein,-7.471657,,exp_31
mol_2024_07_10_1825581_000_0,Mpro-protein,-7.276121,,exp_31
mol_2024_07_10_1825590_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1825590_000_docked.sdf,exp_31
mol_2024_07_10_1815461_000_0,Mpro-protein,-7.92275,,exp_31
mol_2024_07_10_1815461_000_0,Mpro-protein,-7.459016,,exp_31
mol_2024_07_10_1820543_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1820543_000_docked.sdf,exp_31
mol_2024_07_10_1827360_000_0,Mpro-protein,-8.236386,,exp_31
mol_2024_07_10_1827360_000_0,Mpro-protein,-8.079012,,exp_31
mol_2024_07_10_1822393_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1822393_000_docked.sdf,exp_31
mol_2024_07_10_1824243_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_31
mol_2024_07_10_1810022_000_0,Mpro-protein,-6.606084,,exp_31
mol_2024_07_10_1810022_000_0,Mpro-protein,-6.488734,,exp_31
mol_2024_07_10_1826583_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1826583_000_docked.sdf,exp_31
mol_2024_07_10_1819180_000_0,Mpro-protein,-7.340575,,exp_31
mol_2024_07_10_1819180_000_0,Mpro-protein,-7.809303,,exp_31
mol_2024_07_10_1811101_000_0,Mpro-protein,-7.058471,,exp_31
mol_2024_07_10_1811101_000_0,Mpro-protein,-6.956509,,exp_31
mol_2024_07_10_1815570_000_0,Mpro-protein,-6.60342,,exp_31
mol_2024_07_10_1815570_000_0,Mpro-protein,-6.905642,,exp_31
mol_2024_07_10_1811440_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1811440_000_docked.sdf,exp_31
mol_2024_07_10_1816152_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_31
mol_2024_07_10_1832043_000_0,Mpro-protein,-6.192806,,exp_31
mol_2024_07_10_1832043_000_0,Mpro-protein,-6.232584,,exp_31
mol_2024_07_10_1830050_000_0,Mpro-protein,-7.046532,,exp_31
mol_2024_07_10_1830050_000_0,Mpro-protein,-7.046533,,exp_31
mol_2024_07_10_1821181_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_31
mol_2024_07_10_1812283_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1812283_000_docked.sdf,exp_31
mol_2024_07_10_1813551_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_31
mol_2024_07_10_1819271_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_31
mol_2024_07_10_1808271_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1808271_000_docked.sdf,exp_31
mol_2024_07_10_1822392_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1822392_000_docked.sdf,exp_31
mol_2024_07_10_1815060_000_0,Mpro-protein,-7.318678,,exp_31
mol_2024_07_10_1815060_000_0,Mpro-protein,-7.318682,,exp_31
mol_2024_07_10_1813260_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1813260_000_docked.sdf,exp_31
mol_2024_07_10_1816470_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1816470_000_docked.sdf,exp_31
mol_2024_07_10_1830411_000_0,Mpro-protein,-6.147299,,exp_31
mol_2024_07_10_1830411_000_0,Mpro-protein,-6.147297,,exp_31
mol_2024_07_10_1814160_000_0,Mpro-protein,-6.874821,,exp_31
mol_2024_07_10_1814160_000_0,Mpro-protein,-6.983774,,exp_31
mol_2024_07_10_1828403_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1828403_000_docked.sdf,exp_31
mol_2024_07_10_1828471_000_0,Mpro-protein,-7.756384,,exp_31
mol_2024_07_10_1828471_000_0,Mpro-protein,-7.74224,,exp_31
mol_2024_07_10_1833572_000_0,Mpro-protein,-5.896873,,exp_31
mol_2024_07_10_1833572_000_0,Mpro-protein,-5.920151,,exp_31
mol_2024_07_10_1829441_000_0,Mpro-protein,-6.760855,,exp_31
mol_2024_07_10_1829441_000_0,Mpro-protein,-6.935105,,exp_31
mol_2024_07_10_1832341_000_0,Mpro-protein,-6.246971,,exp_31
mol_2024_07_10_1832341_000_0,Mpro-protein,-6.283869,,exp_31
mol_2024_07_10_1820292_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1820292_000_docked.sdf,exp_31
mol_2024_07_10_1813273_000_0,Mpro-protein,-5.992832,,exp_31
mol_2024_07_10_1813273_000_0,Mpro-protein,-6.181628,,exp_31
mol_2024_07_10_1820023_000_0,Mpro-protein,-6.982767,,exp_31
mol_2024_07_10_1820023_000_0,Mpro-protein,-7.042227,,exp_31
mol_2024_07_10_1826541_000_0,Mpro-protein,-7.575325,,exp_31
mol_2024_07_10_1826541_000_0,Mpro-protein,-7.702775,,exp_31
mol_2024_07_10_1820231_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1820231_000_docked.sdf,exp_31
mol_2024_07_10_1808082_000_0,Mpro-protein,-6.208712,,exp_31
mol_2024_07_10_1808082_000_0,Mpro-protein,-6.282201,,exp_31
mol_2024_07_10_1807341_000_0,Mpro-protein,-7.656854,,exp_31
mol_2024_07_10_1807341_000_0,Mpro-protein,-7.832767,,exp_31
mol_2024_07_10_1820090_000_0,Mpro-protein,-7.079216,,exp_31
mol_2024_07_10_1820090_000_0,Mpro-protein,-7.253736,,exp_31
mol_2024_07_10_1823091_000_0,Mpro-protein,-6.19925,,exp_31
mol_2024_07_10_1823091_000_0,Mpro-protein,-6.199245,,exp_31
mol_2024_07_10_1814253_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1814253_000_docked.sdf,exp_31
mol_2024_07_10_1821510_000_0,Mpro-protein,-6.119154,,exp_31
mol_2024_07_10_1821510_000_0,Mpro-protein,-5.967257,,exp_31
mol_2024_07_10_1831460_000_0,Mpro-protein,-7.028302,,exp_31
mol_2024_07_10_1831460_000_0,Mpro-protein,-6.959851,,exp_31
mol_2024_07_10_1821463_000_0,Mpro-protein,-7.374785,,exp_31
mol_2024_07_10_1821463_000_0,Mpro-protein,-7.407697,,exp_31
mol_2024_07_10_1816233_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1816233_000_docked.sdf,exp_31
mol_2024_07_10_1813001_000_0,Mpro-protein,-6.07563,,exp_31
mol_2024_07_10_1813001_000_0,Mpro-protein,-6.399742,,exp_31
mol_2024_07_10_1827511_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1827511_000_docked.sdf,exp_31
mol_2024_07_10_1833301_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_31
mol_2024_07_10_1824051_000_0,Mpro-protein,-8.852493,,exp_31
mol_2024_07_10_1824051_000_0,Mpro-protein,-8.915569,,exp_31
mol_2024_07_10_1830203_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1830203_000_docked.sdf,exp_31
mol_2024_07_10_1830550_000_0,Mpro-protein,-6.538285,,exp_31
mol_2024_07_10_1830550_000_0,Mpro-protein,-6.364575,,exp_31
mol_2024_07_10_1824180_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_31
mol_2024_07_10_1825133_000_0,Mpro-protein,-7.090065,,exp_31
mol_2024_07_10_1825133_000_0,Mpro-protein,-7.110376,,exp_31
mol_2024_07_10_1810161_000_0,Mpro-protein,-6.749615,,exp_31
mol_2024_07_10_1810161_000_0,Mpro-protein,-6.789841,,exp_31
mol_2024_07_10_1822131_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1822131_000_docked.sdf,exp_31
mol_2024_07_10_1818222_000_0,Mpro-protein,-6.982421,,exp_31
mol_2024_07_10_1818222_000_0,Mpro-protein,-6.982421,,exp_31
mol_2024_07_10_1827092_000_0,Mpro-protein,-7.71739,,exp_31
mol_2024_07_10_1827092_000_0,Mpro-protein,-7.740889,,exp_31
mol_2024_07_10_1810040_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1810040_000_docked.sdf,exp_31
mol_2024_07_10_1816411_000_0,Mpro-protein,-7.320828,,exp_31
mol_2024_07_10_1816411_000_0,Mpro-protein,-7.125111,,exp_31
mol_2024_07_10_1818321_000_0,Mpro-protein,-5.887528,,exp_31
mol_2024_07_10_1818321_000_0,Mpro-protein,-6.312554,,exp_31
mol_2024_07_10_1829303_000_0,Mpro-protein,-5.64257,,exp_31
mol_2024_07_10_1829303_000_0,Mpro-protein,-5.615454,,exp_31
mol_2024_07_10_1814501_000_0,Mpro-protein,-6.19651,,exp_31
mol_2024_07_10_1814501_000_0,Mpro-protein,-6.140569,,exp_31
mol_2024_07_10_1809221_000_0,Mpro-protein,-7.222704,,exp_31
mol_2024_07_10_1809221_000_0,Mpro-protein,-6.972276,,exp_31
mol_2024_07_10_1808353_000_0,Mpro-protein,-6.152811,,exp_31
mol_2024_07_10_1808353_000_0,Mpro-protein,-6.126274,,exp_31
mol_2024_07_10_1808250_000_0,Mpro-protein,-5.095027,,exp_31
mol_2024_07_10_1808250_000_0,Mpro-protein,-5.102228,,exp_31
mol_2024_07_10_1828260_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1828260_000_docked.sdf,exp_31
mol_2024_07_10_1833260_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1833260_000_docked.sdf,exp_31
mol_2024_07_10_1825011_000_0,Mpro-protein,-5.085609,,exp_31
mol_2024_07_10_1825011_000_0,Mpro-protein,-5.234985,,exp_31
mol_2024_07_10_1823280_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1823280_000_docked.sdf,exp_31
mol_2024_07_10_1833473_000_0,Mpro-protein,-5.802432,,exp_31
mol_2024_07_10_1833473_000_0,Mpro-protein,-5.834839,,exp_31
mol_2024_07_10_1809333_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1809333_000_docked.sdf,exp_31
mol_2024_07_10_1811592_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1811592_000_docked.sdf,exp_31
mol_2024_07_10_1810333_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1810333_000_docked.sdf,exp_31
mol_2024_07_10_1819113_000_0,Mpro-protein,-5.71977,,exp_31
mol_2024_07_10_1819113_000_0,Mpro-protein,-5.646729,,exp_31
mol_2024_07_10_1814082_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1814082_000_docked.sdf,exp_31
mol_2024_07_10_1832350_000_0,Mpro-protein,-7.609721,,exp_31
mol_2024_07_10_1832350_000_0,Mpro-protein,-7.389716,,exp_31
mol_2024_07_10_1809150_000_0,Mpro-protein,-7.206922,,exp_31
mol_2024_07_10_1809150_000_0,Mpro-protein,-7.206924,,exp_31
mol_2024_07_10_1826500_000_0,Mpro-protein,-6.479877,,exp_31
mol_2024_07_10_1826500_000_0,Mpro-protein,-6.974188,,exp_31
mol_2024_07_10_1829222_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1829222_000_docked.sdf,exp_31
mol_2024_07_10_1831143_000_0,Mpro-protein,-6.733467,,exp_31
mol_2024_07_10_1831143_000_0,Mpro-protein,-6.356316,,exp_31
mol_2024_07_10_1807330_000_0,Mpro-protein,-6.039332,,exp_31
mol_2024_07_10_1807330_000_0,Mpro-protein,-5.825546,,exp_31
mol_2024_07_10_1823313_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1823313_000_docked.sdf,exp_31
mol_2024_07_10_1826063_000_0,Mpro-protein,-6.47136,,exp_31
mol_2024_07_10_1826063_000_0,Mpro-protein,-6.64121,,exp_31
mol_2024_07_10_1831371_000_0,Mpro-protein,-6.144231,,exp_31
mol_2024_07_10_1831371_000_0,Mpro-protein,-5.986106,,exp_31
mol_2024_07_10_1818270_000_0,Mpro-protein,-7.582027,,exp_31
mol_2024_07_10_1818270_000_0,Mpro-protein,-7.410081,,exp_31
mol_2024_07_10_1825080_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_31
mol_2024_07_10_1812360_000_0,Mpro-protein,-7.337545,,exp_31
mol_2024_07_10_1812360_000_0,Mpro-protein,-7.337545,,exp_31
mol_2024_07_10_1831432_000_0,Mpro-protein,-7.35728,,exp_31
mol_2024_07_10_1831432_000_0,Mpro-protein,-7.329785,,exp_31
mol_2024_07_10_1818183_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_31
mol_2024_07_10_1817361_000_0,Mpro-protein,-6.188704,,exp_31
mol_2024_07_10_1817361_000_0,Mpro-protein,-6.237153,,exp_31
mol_2024_07_10_1807393_000_0,Mpro-protein,-7.812913,,exp_31
mol_2024_07_10_1807393_000_0,Mpro-protein,-7.852697,,exp_31
mol_2024_07_10_1822400_000_0,Mpro-protein,-7.087209,,exp_31
mol_2024_07_10_1822400_000_0,Mpro-protein,-7.08721,,exp_31
mol_2024_07_10_1827493_000_0,Mpro-protein,-7.346793,,exp_31
mol_2024_07_10_1827493_000_0,Mpro-protein,-7.651539,,exp_31
mol_2024_07_10_1829160_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1829160_000_docked.sdf,exp_31
mol_2024_07_10_1815253_000_0,Mpro-protein,-6.930671,,exp_31
mol_2024_07_10_1815253_000_0,Mpro-protein,-7.120371,,exp_31
mol_2024_07_10_1812051_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,exp_31
mol_2024_07_10_1810530_000_0,Mpro-protein,-7.259165,,exp_31
