Unnamed: 0,ligand_name,protein_name,Chemgauss4,error_message,exp_id
0,mol_2024_07_10_1620423_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1620423_000_docked.sdf,exp_29
mol_2024_07_10_1623020_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1623020_000_docked.sdf,,exp_29
mol_2024_07_10_1637131_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1637131_000_docked.sdf,,exp_29
mol_2024_07_10_1713113_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1713113_000_docked.sdf,,exp_29
mol_2024_07_10_1640410_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1640410_000_docked.sdf,,exp_29
mol_2024_07_10_1702182_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1702182_000_docked.sdf,,exp_29
mol_2024_07_10_1650122_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1650122_000_docked.sdf,,exp_29
mol_2024_07_10_1659580_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1659580_000_docked.sdf,,exp_29
mol_2024_07_10_1616210_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1616210_000_docked.sdf,,exp_29
mol_2024_07_10_1619433_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1619433_000_docked.sdf,,exp_29
mol_2024_07_10_1616503_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1616503_000_docked.sdf,,exp_29
mol_2024_07_10_1706440_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1706440_000_docked.sdf,,exp_29
mol_2024_07_10_1717420_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1717420_000_docked.sdf,,exp_29
mol_2024_07_10_1652260_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1652260_000_docked.sdf,,exp_29
mol_2024_07_10_1648011_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1648011_000_docked.sdf,,exp_29
mol_2024_07_10_1642072_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1642072_000_docked.sdf,,exp_29
mol_2024_07_10_1647190_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1647190_000_docked.sdf,,exp_29
mol_2024_07_10_1638043_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1638043_000_docked.sdf,,exp_29
mol_2024_07_10_1625340_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1625340_000_docked.sdf,,exp_29
mol_2024_07_10_1620081_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1620081_000_docked.sdf,,exp_29
mol_2024_07_10_1702291_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1702291_000_docked.sdf,,exp_29
mol_2024_07_10_1655460_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1655460_000_docked.sdf,,exp_29
mol_2024_07_10_1623452_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1623452_000_docked.sdf,,exp_29
