Unnamed: 0,ligand_name,protein_name,Chemgauss4,error_message,exp_id
0,mol_2024_07_10_1533481_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1533481_000_docked.sdf,exp_28
mol_2024_07_10_1522250_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1522250_000_docked.sdf,,exp_28
mol_2024_07_10_1610023_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1610023_000_docked.sdf,,exp_28
mol_2024_07_10_1533473_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1533473_000_docked.sdf,,exp_28
mol_2024_07_10_1541243_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1541243_000_docked.sdf,,exp_28
mol_2024_07_10_1543362_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1543362_000_docked.sdf,,exp_28
mol_2024_07_10_1545540_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1545540_000_docked.sdf,,exp_28
mol_2024_07_10_1557201_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1557201_000_docked.sdf,,exp_28
mol_2024_07_10_1529171_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1529171_000_docked.sdf,,exp_28
mol_2024_07_10_1521350_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1521350_000_docked.sdf,,exp_28
mol_2024_07_10_1517503_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1517503_000_docked.sdf,,exp_28
mol_2024_07_10_1603380_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1603380_000_docked.sdf,,exp_28
mol_2024_07_10_1514010_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1514010_000_docked.sdf,,exp_28
mol_2024_07_10_1533190_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1533190_000_docked.sdf,,exp_28
mol_2024_07_10_1545050_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1545050_000_docked.sdf,,exp_28
mol_2024_07_10_1510362_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1510362_000_docked.sdf,,exp_28
mol_2024_07_10_1531583_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1531583_000_docked.sdf,,exp_28
mol_2024_07_10_1510133_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1510133_000_docked.sdf,,exp_28
mol_2024_07_10_1545291_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1545291_000_docked.sdf,,exp_28
