Unnamed: 0,ligand_name,protein_name,Chemgauss4,error_message,exp_id
0,mol_2024_07_10_1915493_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1915493_000_docked.sdf,exp_33
mol_2024_07_10_1904461_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1904461_000_docked.sdf,,exp_33
mol_2024_07_10_1925112_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_33
mol_2024_07_10_1916381_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_33
mol_2024_07_10_1906053_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1906053_000_docked.sdf,,exp_33
mol_2024_07_10_1916580_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1916580_000_docked.sdf,,exp_33
mol_2024_07_10_1912010_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_33
mol_2024_07_10_1925001_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_33
mol_2024_07_10_1904380_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1904380_000_docked.sdf,,exp_33
mol_2024_07_10_1924170_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1924170_000_docked.sdf,,exp_33
mol_2024_07_10_1916292_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1916292_000_docked.sdf,,exp_33
mol_2024_07_10_1905391_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1905391_000_docked.sdf,,exp_33
mol_2024_07_10_1920211_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1920211_000_docked.sdf,,exp_33
mol_2024_07_10_1912021_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_33
mol_2024_07_10_1913370_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1913370_000_docked.sdf,,exp_33
mol_2024_07_10_1915431_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1915431_000_docked.sdf,,exp_33
mol_2024_07_10_1926450_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1926450_000_docked.sdf,,exp_33
mol_2024_07_10_1903031_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1903031_000_docked.sdf,,exp_33
mol_2024_07_10_1905472_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1905472_000_docked.sdf,,exp_33
mol_2024_07_10_1921490_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1921490_000_docked.sdf,,exp_33
mol_2024_07_10_1911110_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_33
mol_2024_07_10_1921453_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1921453_000_docked.sdf,,exp_33
mol_2024_07_10_1911061_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1911061_000_docked.sdf,,exp_33
mol_2024_07_10_1904093_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_33
mol_2024_07_10_1925070_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1925070_000_docked.sdf,,exp_33
mol_2024_07_10_1909582_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_33
mol_2024_07_10_1906321_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_33
mol_2024_07_10_1912480_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1912480_000_docked.sdf,,exp_33
mol_2024_07_10_1918291_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_33
mol_2024_07_10_1913543_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1913543_000_docked.sdf,,exp_33
