Unnamed: 0,ligand_name,protein_name,Chemgauss4,error_message,exp_id
0,mol_2024_07_10_1150310_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1150310_000_docked.sdf,exp_25
mol_2024_07_10_1247031_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1247031_000_docked.sdf,,exp_25
mol_2024_07_10_1223073_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1223073_000_docked.sdf,,exp_25
mol_2024_07_10_1234072_000_0,Mpro-protein,-4.546122,,,exp_25
mol_2024_07_10_1234072_000_0,Mpro-protein,-4.622087,,,exp_25
mol_2024_07_10_1150351_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1150351_000_docked.sdf,,exp_25
mol_2024_07_10_1218193_000_0,Mpro-protein,-4.598007,,,exp_25
mol_2024_07_10_1218193_000_0,Mpro-protein,-4.524188,,,exp_25
mol_2024_07_10_1230471_000_0,Mpro-protein,-4.351567,,,exp_25
mol_2024_07_10_1230471_000_0,Mpro-protein,-4.996653,,,exp_25
mol_2024_07_10_1246473_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1246473_000_docked.sdf,,exp_25
mol_2024_07_10_1205583_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1205583_000_docked.sdf,,exp_25
mol_2024_07_10_1237190_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1237190_000_docked.sdf,,exp_25
mol_2024_07_10_1241381_000_0,Mpro-protein,-4.746492,,,exp_25
mol_2024_07_10_1241381_000_0,Mpro-protein,-4.756427,,,exp_25
mol_2024_07_10_1235191_000_0,Mpro-protein,-4.82876,,,exp_25
mol_2024_07_10_1235191_000_0,Mpro-protein,-4.902639,,,exp_25
mol_2024_07_10_1204341_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1204341_000_docked.sdf,,exp_25
mol_2024_07_10_1159410_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1159410_000_docked.sdf,,exp_25
mol_2024_07_10_1155333_000_0,Mpro-protein,-5.38603,,,exp_25
mol_2024_07_10_1155333_000_0,Mpro-protein,-5.422484,,,exp_25
mol_2024_07_10_1151271_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1151271_000_docked.sdf,,exp_25
mol_2024_07_10_1221220_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1221220_000_docked.sdf,,exp_25
mol_2024_07_10_1205281_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1205281_000_docked.sdf,,exp_25
mol_2024_07_10_1219430_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_25
mol_2024_07_10_1228483_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1228483_000_docked.sdf,,exp_25
mol_2024_07_10_1152413_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1152413_000_docked.sdf,,exp_25
mol_2024_07_10_1244563_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1244563_000_docked.sdf,,exp_25
mol_2024_07_10_1239480_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1239480_000_docked.sdf,,exp_25
mol_2024_07_10_1148573_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1148573_000_docked.sdf,,exp_25
mol_2024_07_10_1252251_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1252251_000_docked.sdf,,exp_25
mol_2024_07_10_1153510_000_0,Mpro-protein,-4.317264,,,exp_25
mol_2024_07_10_1153510_000_0,Mpro-protein,-4.317265,,,exp_25
mol_2024_07_10_1243580_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1243580_000_docked.sdf,,exp_25
mol_2024_07_10_1245533_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1245533_000_docked.sdf,,exp_25
mol_2024_07_10_1232112_000_0,Mpro-protein,-5.283043,,,exp_25
mol_2024_07_10_1232112_000_0,Mpro-protein,-5.479198,,,exp_25
mol_2024_07_10_1211220_000_0,Mpro-protein,-4.971647,,,exp_25
mol_2024_07_10_1211220_000_0,Mpro-protein,-4.995521,,,exp_25
mol_2024_07_10_1150473_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1150473_000_docked.sdf,,exp_25
mol_2024_07_10_1225211_000_0,Mpro-protein,-4.926123,,,exp_25
mol_2024_07_10_1225211_000_0,Mpro-protein,-4.926123,,,exp_25
mol_2024_07_10_1159203_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1159203_000_docked.sdf,,exp_25
mol_2024_07_10_1208510_000_0,Mpro-protein,-5.360082,,,exp_25
mol_2024_07_10_1208510_000_0,Mpro-protein,-5.35805,,,exp_25
mol_2024_07_10_1153373_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_25
mol_2024_07_10_1205102_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1205102_000_docked.sdf,,exp_25
mol_2024_07_10_1232160_000_0,Mpro-protein,-5.161866,,,exp_25
mol_2024_07_10_1232160_000_0,Mpro-protein,-5.179213,,,exp_25
mol_2024_07_10_1249363_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1249363_000_docked.sdf,,exp_25
mol_2024_07_10_1253282_000_0,Mpro-protein,-5.279744,,,exp_25
mol_2024_07_10_1253282_000_0,Mpro-protein,-5.360895,,,exp_25
mol_2024_07_10_1240441_000_0,Mpro-protein,-5.932669,,,exp_25
mol_2024_07_10_1240441_000_0,Mpro-protein,-5.874906,,,exp_25
mol_2024_07_10_1249372_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1249372_000_docked.sdf,,exp_25
mol_2024_07_10_1253180_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1253180_000_docked.sdf,,exp_25
mol_2024_07_10_1238060_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1238060_000_docked.sdf,,exp_25
mol_2024_07_10_1202150_000_0,Mpro-protein,-4.606707,,,exp_25
mol_2024_07_10_1202150_000_0,Mpro-protein,-4.53653,,,exp_25
mol_2024_07_10_1219193_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1219193_000_docked.sdf,,exp_25
mol_2024_07_10_1149172_000_0,Mpro-protein,-4.974488,,,exp_25
mol_2024_07_10_1149172_000_0,Mpro-protein,-4.92377,,,exp_25
mol_2024_07_10_1209041_000_0,Mpro-protein,-4.217666,,,exp_25
mol_2024_07_10_1209041_000_0,Mpro-protein,-4.56496,,,exp_25
mol_2024_07_10_1156361_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1156361_000_docked.sdf,,exp_25
mol_2024_07_10_1241043_000_0,Mpro-protein,-5.422176,,,exp_25
mol_2024_07_10_1241043_000_0,Mpro-protein,-5.36426,,,exp_25
mol_2024_07_10_1207062_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1207062_000_docked.sdf,,exp_25
mol_2024_07_10_1219551_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_25
mol_2024_07_10_1236042_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1236042_000_docked.sdf,,exp_25
mol_2024_07_10_1238011_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1238011_000_docked.sdf,,exp_25
mol_2024_07_10_1249441_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1249441_000_docked.sdf,,exp_25
mol_2024_07_10_1201113_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_25
mol_2024_07_10_1249040_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1249040_000_docked.sdf,,exp_25
mol_2024_07_10_1201531_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1201531_000_docked.sdf,,exp_25
mol_2024_07_10_1217121_000_0,Mpro-protein,-5.625334,,,exp_25
mol_2024_07_10_1217121_000_0,Mpro-protein,-5.504919,,,exp_25
mol_2024_07_10_1228591_000_0,Mpro-protein,-5.218894,,,exp_25
mol_2024_07_10_1228591_000_0,Mpro-protein,-5.276838,,,exp_25
mol_2024_07_10_1229450_000.sdf,Mpro-protein.pdb,,local variable 'df' referenced before assignment,,exp_25
mol_2024_07_10_1237071_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1237071_000_docked.sdf,,exp_25
mol_2024_07_10_1238560_000_0,Mpro-protein,-4.68426,,,exp_25
mol_2024_07_10_1238560_000_0,Mpro-protein,-4.823361,,,exp_25
mol_2024_07_10_1211383_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1211383_000_docked.sdf,,exp_25
mol_2024_07_10_1244201_000_0,Mpro-protein,-5.9196,,,exp_25
mol_2024_07_10_1244201_000_0,Mpro-protein,-5.897403,,,exp_25
mol_2024_07_10_1227101_000_0,Mpro-protein,-4.66007,,,exp_25
mol_2024_07_10_1227101_000_0,Mpro-protein,-4.946609,,,exp_25
mol_2024_07_10_1156250_000_0,Mpro-protein,-4.469753,,,exp_25
mol_2024_07_10_1156250_000_0,Mpro-protein,-4.456881,,,exp_25
mol_2024_07_10_1216452_000_0,Mpro-protein,-5.701069,,,exp_25
mol_2024_07_10_1216452_000_0,Mpro-protein,-5.810499,,,exp_25
mol_2024_07_10_1153091_000_0,Mpro-protein,-4.673791,,,exp_25
mol_2024_07_10_1153091_000_0,Mpro-protein,-4.591836,,,exp_25
mol_2024_07_10_1229531_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1229531_000_docked.sdf,,exp_25
mol_2024_07_10_1155292_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1155292_000_docked.sdf,,exp_25
mol_2024_07_10_1216250_000_0,Mpro-protein,-4.422523,,,exp_25
mol_2024_07_10_1216250_000_0,Mpro-protein,-4.340063,,,exp_25
mol_2024_07_10_1154373_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1154373_000_docked.sdf,,exp_25
mol_2024_07_10_1203401_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1203401_000_docked.sdf,,exp_25
mol_2024_07_10_1218402_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1218402_000_docked.sdf,,exp_25
mol_2024_07_10_1153020_000_0,Mpro-protein,-4.791922,,,exp_25
mol_2024_07_10_1153020_000_0,Mpro-protein,-4.395706,,,exp_25
mol_2024_07_10_1236270_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1236270_000_docked.sdf,,exp_25
mol_2024_07_10_1233040_000_0,Mpro-protein,-4.65177,,,exp_25
mol_2024_07_10_1233040_000_0,Mpro-protein,-4.677075,,,exp_25
mol_2024_07_10_1242003_000_0,Mpro-protein,-4.719127,,,exp_25
mol_2024_07_10_1242003_000_0,Mpro-protein,-4.750968,,,exp_25
mol_2024_07_10_1238561_000_0,Mpro-protein,-4.28673,,,exp_25
mol_2024_07_10_1238561_000_0,Mpro-protein,-4.315231,,,exp_25
mol_2024_07_10_1206220_000_0,Mpro-protein,-5.507075,,,exp_25
mol_2024_07_10_1206220_000_0,Mpro-protein,-5.573987,,,exp_25
mol_2024_07_10_1248130_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1248130_000_docked.sdf,,exp_25
