Unnamed: 0,ligand_name,protein_name,Chemgauss4,error_message,exp_id
0,mol_2024_07_09_1725441_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1725441_000_docked.sdf,exp_21
mol_2024_07_09_1744320_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1744320_000_docked.sdf,,exp_21
mol_2024_07_09_1731351_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1731351_000_docked.sdf,,exp_21
mol_2024_07_09_1746592_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1746592_000_docked.sdf,,exp_21
mol_2024_07_09_1743420_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1743420_000_docked.sdf,,exp_21
mol_2024_07_09_1729543_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1729543_000_docked.sdf,,exp_21
mol_2024_07_09_1721541_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1721541_000_docked.sdf,,exp_21
mol_2024_07_09_1746131_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1746131_000_docked.sdf,,exp_21
mol_2024_07_09_1719090_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1719090_000_docked.sdf,,exp_21
mol_2024_07_09_1741063_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1741063_000_docked.sdf,,exp_21
mol_2024_07_09_1745233_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1745233_000_docked.sdf,,exp_21
mol_2024_07_09_1723113_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1723113_000_docked.sdf,,exp_21
mol_2024_07_09_1724471_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1724471_000_docked.sdf,,exp_21
mol_2024_07_09_1720490_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1720490_000_docked.sdf,,exp_21
mol_2024_07_09_1740202_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1740202_000_docked.sdf,,exp_21
mol_2024_07_09_1725550_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1725550_000_docked.sdf,,exp_21
mol_2024_07_09_1721163_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1721163_000_docked.sdf,,exp_21
mol_2024_07_09_1736060_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1736060_000_docked.sdf,,exp_21
mol_2024_07_09_1725050_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1725050_000_docked.sdf,,exp_21
mol_2024_07_09_1732400_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1732400_000_docked.sdf,,exp_21
mol_2024_07_09_1728563_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1728563_000_docked.sdf,,exp_21
mol_2024_07_09_1740003_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1740003_000_docked.sdf,,exp_21
mol_2024_07_09_1742332_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1742332_000_docked.sdf,,exp_21
mol_2024_07_09_1724083_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1724083_000_docked.sdf,,exp_21
mol_2024_07_09_1719213_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1719213_000_docked.sdf,,exp_21
mol_2024_07_09_1726572_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1726572_000_docked.sdf,,exp_21
mol_2024_07_09_1722102_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1722102_000_docked.sdf,,exp_21
mol_2024_07_09_1737281_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1737281_000_docked.sdf,,exp_21
mol_2024_07_09_1740241_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1740241_000_docked.sdf,,exp_21
mol_2024_07_09_1719161_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1719161_000_docked.sdf,,exp_21
mol_2024_07_09_1743191_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1743191_000_docked.sdf,,exp_21
mol_2024_07_09_1738261_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1738261_000_docked.sdf,,exp_21
mol_2024_07_09_1720193_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1720193_000_docked.sdf,,exp_21
mol_2024_07_09_1730100_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1730100_000_docked.sdf,,exp_21
mol_2024_07_09_1729381_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1729381_000_docked.sdf,,exp_21
mol_2024_07_09_1743133_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1743133_000_docked.sdf,,exp_21
mol_2024_07_09_1729112_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1729112_000_docked.sdf,,exp_21
