Unnamed: 0,ligand_name,protein_name,Chemgauss4,error_message,exp_id
0,mol_2024_07_10_1941343_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1941343_000_docked.sdf,exp_34
mol_2024_07_10_1956281_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1956281_000_docked.sdf,,exp_34
mol_2024_07_10_1933520_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1933520_000_docked.sdf,,exp_34
mol_2024_07_10_1934430_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1934430_000_docked.sdf,,exp_34
mol_2024_07_10_1940441_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1940441_000_docked.sdf,,exp_34
mol_2024_07_10_1933482_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1933482_000_docked.sdf,,exp_34
mol_2024_07_10_1943343_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1943343_000_docked.sdf,,exp_34
mol_2024_07_10_1933191_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1933191_000_docked.sdf,,exp_34
mol_2024_07_10_1931412_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1931412_000_docked.sdf,,exp_34
mol_2024_07_10_1945211_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1945211_000_docked.sdf,,exp_34
mol_2024_07_10_1946171_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1946171_000_docked.sdf,,exp_34
mol_2024_07_10_1930443_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1930443_000_docked.sdf,,exp_34
mol_2024_07_10_1942351_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1942351_000_docked.sdf,,exp_34
mol_2024_07_10_1933020_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1933020_000_docked.sdf,,exp_34
mol_2024_07_10_1935512_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1935512_000_docked.sdf,,exp_34
mol_2024_07_10_1954361_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1954361_000_docked.sdf,,exp_34
mol_2024_07_10_1948081_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1948081_000_docked.sdf,,exp_34
mol_2024_07_10_1936363_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1936363_000_docked.sdf,,exp_34
