ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1326471_000_0,Mpro-protein,-10.742824,,exp_13
mol_2024_07_09_1326471_000_0,Mpro-protein,-10.742819,,exp_13
mol_2024_07_09_1332130_000_0,Mpro-protein,-8.004922,,exp_13
mol_2024_07_09_1332130_000_0,Mpro-protein,-7.89536,,exp_13
mol_2024_07_09_1322213_000_0,Mpro-protein,-7.707773,,exp_13
mol_2024_07_09_1322213_000_0,Mpro-protein,-7.848746,,exp_13
mol_2024_07_09_1314331_000_0,Mpro-protein,-8.649706,,exp_13
mol_2024_07_09_1314331_000_0,Mpro-protein,-8.625725,,exp_13
mol_2024_07_09_1331581_000_0,Mpro-protein,-8.097891,,exp_13
mol_2024_07_09_1331581_000_0,Mpro-protein,-8.097891,,exp_13
mol_2024_07_09_1318593_000_0,Mpro-protein,-9.957993,,exp_13
mol_2024_07_09_1318593_000_0,Mpro-protein,-10.166066,,exp_13
mol_2024_07_09_1332203_000_0,Mpro-protein,-7.471315,,exp_13
mol_2024_07_09_1332203_000_0,Mpro-protein,-7.660272,,exp_13
mol_2024_07_09_1313103_000_0,Mpro-protein,-11.306256,,exp_13
mol_2024_07_09_1313103_000_0,Mpro-protein,-11.406532,,exp_13
mol_2024_07_09_1321112_000_0,Mpro-protein,-8.763342,,exp_13
mol_2024_07_09_1321112_000_0,Mpro-protein,-8.763341,,exp_13
mol_2024_07_09_1324450_000_0,Mpro-protein,-12.188626,,exp_13
mol_2024_07_09_1324450_000_0,Mpro-protein,-12.037663,,exp_13
mol_2024_07_09_1310380_000_0,Mpro-protein,-10.387411,,exp_13
mol_2024_07_09_1310380_000_0,Mpro-protein,-10.387403,,exp_13
mol_2024_07_09_1317341_000_0,Mpro-protein,-9.164276,,exp_13
mol_2024_07_09_1317341_000_0,Mpro-protein,-9.253074,,exp_13
mol_2024_07_09_1323050_000_0,Mpro-protein,-13.016045,,exp_13
mol_2024_07_09_1323050_000_0,Mpro-protein,-12.803775,,exp_13
mol_2024_07_09_1329531_000_0,Mpro-protein,-10.6113,,exp_13
mol_2024_07_09_1329531_000_0,Mpro-protein,-10.537897,,exp_13
mol_2024_07_09_1324421_000_0,Mpro-protein,-6.268737,,exp_13
mol_2024_07_09_1324421_000_0,Mpro-protein,-6.499934,,exp_13
mol_2024_07_09_1331250_000_0,Mpro-protein,-7.871433,,exp_13
mol_2024_07_09_1331250_000_0,Mpro-protein,-8.088721,,exp_13
mol_2024_07_09_1310373_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1310373_000_docked.sdf,exp_13
mol_2024_07_09_1322391_000_0,Mpro-protein,-11.943272,,exp_13
mol_2024_07_09_1322391_000_0,Mpro-protein,-12.052498,,exp_13
mol_2024_07_09_1315331_000_0,Mpro-protein,-9.008858,,exp_13
mol_2024_07_09_1315331_000_0,Mpro-protein,-9.313209,,exp_13
mol_2024_07_09_1313560_000_0,Mpro-protein,-11.755977,,exp_13
mol_2024_07_09_1313560_000_0,Mpro-protein,-11.782349,,exp_13
mol_2024_07_09_1314192_000_0,Mpro-protein,-8.960828,,exp_13
mol_2024_07_09_1314192_000_0,Mpro-protein,-8.95141,,exp_13
mol_2024_07_09_1330561_000_0,Mpro-protein,-13.310907,,exp_13
mol_2024_07_09_1330561_000_0,Mpro-protein,-12.977587,,exp_13
mol_2024_07_09_1315403_000_0,Mpro-protein,-6.909204,,exp_13
mol_2024_07_09_1315403_000_0,Mpro-protein,-7.216546,,exp_13
mol_2024_07_09_1311361_000_0,Mpro-protein,-8.504982,,exp_13
mol_2024_07_09_1311361_000_0,Mpro-protein,-8.561251,,exp_13
mol_2024_07_09_1328560_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1328560_000_docked.sdf,exp_13
mol_2024_07_09_1320403_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1320403_000_docked.sdf,exp_13
