ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1352301_000_0,Mpro-protein,-13.075446,,exp_14
mol_2024_07_09_1352301_000_0,Mpro-protein,-13.075447,,exp_14
mol_2024_07_09_1341290_000_0,Mpro-protein,-12.950144,,exp_14
mol_2024_07_09_1341290_000_0,Mpro-protein,-12.296833,,exp_14
mol_2024_07_09_1354263_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1354263_000_docked.sdf,exp_14
mol_2024_07_09_1350143_000_0,Mpro-protein,-12.928325,,exp_14
mol_2024_07_09_1350143_000_0,Mpro-protein,-12.675195,,exp_14
mol_2024_07_09_1357392_000_0,Mpro-protein,-12.616396,,exp_14
mol_2024_07_09_1357392_000_0,Mpro-protein,-13.010174,,exp_14
mol_2024_07_09_1338141_000_0,Mpro-protein,-13.181572,,exp_14
mol_2024_07_09_1338141_000_0,Mpro-protein,-13.261533,,exp_14
mol_2024_07_09_1340523_000_0,Mpro-protein,-13.118406,,exp_14
mol_2024_07_09_1340523_000_0,Mpro-protein,-13.023423,,exp_14
mol_2024_07_09_1355351_000_0,Mpro-protein,-13.32603,,exp_14
mol_2024_07_09_1355351_000_0,Mpro-protein,-13.326033,,exp_14
mol_2024_07_09_1349261_000_0,Mpro-protein,-12.974953,,exp_14
mol_2024_07_09_1349261_000_0,Mpro-protein,-12.913192,,exp_14
mol_2024_07_09_1339010_000_0,Mpro-protein,-9.175078,,exp_14
mol_2024_07_09_1339010_000_0,Mpro-protein,-9.370681,,exp_14
mol_2024_07_09_1339510_000_0,Mpro-protein,-13.54042,,exp_14
mol_2024_07_09_1339510_000_0,Mpro-protein,-13.281484,,exp_14
mol_2024_07_09_1359263_000_0,Mpro-protein,-12.656992,,exp_14
mol_2024_07_09_1359263_000_0,Mpro-protein,-12.961082,,exp_14
mol_2024_07_09_1404140_000_0,Mpro-protein,-13.018244,,exp_14
mol_2024_07_09_1404140_000_0,Mpro-protein,-13.488421,,exp_14
mol_2024_07_09_1353383_000_0,Mpro-protein,-13.160794,,exp_14
mol_2024_07_09_1353383_000_0,Mpro-protein,-12.910737,,exp_14
mol_2024_07_09_1357330_000_0,Mpro-protein,-13.70644,,exp_14
mol_2024_07_09_1357330_000_0,Mpro-protein,-13.478596,,exp_14
mol_2024_07_09_1352473_000_0,Mpro-protein,-13.090861,,exp_14
mol_2024_07_09_1352473_000_0,Mpro-protein,-13.174473,,exp_14
mol_2024_07_09_1351330_000_0,Mpro-protein,-9.061599,,exp_14
mol_2024_07_09_1351330_000_0,Mpro-protein,-9.061119,,exp_14
mol_2024_07_09_1354331_000_0,Mpro-protein,-12.542858,,exp_14
mol_2024_07_09_1354331_000_0,Mpro-protein,-12.313725,,exp_14
mol_2024_07_09_1340390_000_0,Mpro-protein,-12.925805,,exp_14
mol_2024_07_09_1340390_000_0,Mpro-protein,-12.931103,,exp_14
mol_2024_07_09_1338130_000_0,Mpro-protein,-12.986319,,exp_14
mol_2024_07_09_1338130_000_0,Mpro-protein,-12.621355,,exp_14
mol_2024_07_09_1346370_000_0,Mpro-protein,-13.43341,,exp_14
mol_2024_07_09_1346370_000_0,Mpro-protein,-13.553809,,exp_14
mol_2024_07_09_1349530_000_0,Mpro-protein,-12.753095,,exp_14
mol_2024_07_09_1349530_000_0,Mpro-protein,-13.375532,,exp_14
mol_2024_07_09_1400431_000_0,Mpro-protein,-12.155906,,exp_14
mol_2024_07_09_1400431_000_0,Mpro-protein,-12.324293,,exp_14
mol_2024_07_09_1344002_000_0,Mpro-protein,-13.116922,,exp_14
mol_2024_07_09_1344002_000_0,Mpro-protein,-13.273132,,exp_14
mol_2024_07_09_1342210_000_0,Mpro-protein,-13.255485,,exp_14
mol_2024_07_09_1342210_000_0,Mpro-protein,-13.406797,,exp_14
mol_2024_07_09_1339051_000_0,Mpro-protein,-8.964555,,exp_14
mol_2024_07_09_1339051_000_0,Mpro-protein,-8.927535,,exp_14
mol_2024_07_09_1401553_000_0,Mpro-protein,-13.299442,,exp_14
mol_2024_07_09_1401553_000_0,Mpro-protein,-13.2546,,exp_14
mol_2024_07_09_1351563_000_0,Mpro-protein,-12.910184,,exp_14
mol_2024_07_09_1351563_000_0,Mpro-protein,-12.953452,,exp_14
mol_2024_07_09_1341381_000_0,Mpro-protein,-13.277269,,exp_14
mol_2024_07_09_1341381_000_0,Mpro-protein,-13.277268,,exp_14
mol_2024_07_09_1403240_000_0,Mpro-protein,-12.768522,,exp_14
mol_2024_07_09_1403240_000_0,Mpro-protein,-12.797128,,exp_14
mol_2024_07_09_1344550_000_0,Mpro-protein,-12.067492,,exp_14
mol_2024_07_09_1344550_000_0,Mpro-protein,-12.352966,,exp_14
mol_2024_07_09_1342072_000_0,Mpro-protein,-12.647483,,exp_14
mol_2024_07_09_1342072_000_0,Mpro-protein,-13.193099,,exp_14
mol_2024_07_09_1357381_000_0,Mpro-protein,-12.988054,,exp_14
mol_2024_07_09_1357381_000_0,Mpro-protein,-13.182066,,exp_14
mol_2024_07_09_1400520_000_0,Mpro-protein,-13.276237,,exp_14
mol_2024_07_09_1400520_000_0,Mpro-protein,-12.840709,,exp_14
mol_2024_07_09_1343130_000_0,Mpro-protein,-13.180834,,exp_14
mol_2024_07_09_1343130_000_0,Mpro-protein,-12.898205,,exp_14
mol_2024_07_09_1348303_000_0,Mpro-protein,-13.032641,,exp_14
mol_2024_07_09_1348303_000_0,Mpro-protein,-13.03264,,exp_14
mol_2024_07_09_1356563_000_0,Mpro-protein,-13.069645,,exp_14
mol_2024_07_09_1356563_000_0,Mpro-protein,-13.06965,,exp_14
mol_2024_07_09_1345261_000_0,Mpro-protein,-12.95722,,exp_14
mol_2024_07_09_1345261_000_0,Mpro-protein,-13.013825,,exp_14
mol_2024_07_09_1346513_000_0,Mpro-protein,-12.534614,,exp_14
mol_2024_07_09_1346513_000_0,Mpro-protein,-12.534617,,exp_14
mol_2024_07_09_1358401_000_0,Mpro-protein,-13.347401,,exp_14
mol_2024_07_09_1358401_000_0,Mpro-protein,-13.214165,,exp_14
mol_2024_07_09_1403373_000_0,Mpro-protein,-13.108207,,exp_14
mol_2024_07_09_1403373_000_0,Mpro-protein,-13.381039,,exp_14
