ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1225241_000_0,Mpro-protein,-6.409782,,exp_11
mol_2024_07_09_1225241_000_0,Mpro-protein,-6.523499,,exp_11
mol_2024_07_09_1227433_000_0,Mpro-protein,-6.690448,,exp_11
mol_2024_07_09_1227433_000_0,Mpro-protein,-6.531626,,exp_11
mol_2024_07_09_1219110_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1219110_000_docked.sdf,exp_11
mol_2024_07_09_1232543_000_0,Mpro-protein,-6.772076,,exp_11
mol_2024_07_09_1232543_000_0,Mpro-protein,-6.341017,,exp_11
mol_2024_07_09_1221450_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1221450_000_docked.sdf,exp_11
mol_2024_07_09_1240331_000_0,Mpro-protein,-5.728445,,exp_11
mol_2024_07_09_1240331_000_0,Mpro-protein,-5.838717,,exp_11
mol_2024_07_09_1226043_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1226043_000_docked.sdf,exp_11
mol_2024_07_09_1232280_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1232280_000_docked.sdf,exp_11
mol_2024_07_09_1229243_000_0,Mpro-protein,-7.230078,,exp_11
mol_2024_07_09_1229243_000_0,Mpro-protein,-7.230081,,exp_11
mol_2024_07_09_1221483_000_0,Mpro-protein,-6.316161,,exp_11
mol_2024_07_09_1221483_000_0,Mpro-protein,-6.484477,,exp_11
mol_2024_07_09_1223250_000_0,Mpro-protein,-5.288504,,exp_11
mol_2024_07_09_1223250_000_0,Mpro-protein,-5.292682,,exp_11
mol_2024_07_09_1216440_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1216440_000_docked.sdf,exp_11
mol_2024_07_09_1225460_000_0,Mpro-protein,-6.277755,,exp_11
mol_2024_07_09_1225460_000_0,Mpro-protein,-6.269557,,exp_11
mol_2024_07_09_1228130_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1228130_000_docked.sdf,exp_11
mol_2024_07_09_1232271_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1232271_000_docked.sdf,exp_11
mol_2024_07_09_1234100_000_0,Mpro-protein,-6.885434,,exp_11
mol_2024_07_09_1234100_000_0,Mpro-protein,-6.959196,,exp_11
mol_2024_07_09_1235313_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1235313_000_docked.sdf,exp_11
mol_2024_07_09_1232033_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1232033_000_docked.sdf,exp_11
mol_2024_07_09_1215382_000_0,Mpro-protein,-5.860788,,exp_11
mol_2024_07_09_1215382_000_0,Mpro-protein,-6.180647,,exp_11
mol_2024_07_09_1237123_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1237123_000_docked.sdf,exp_11
mol_2024_07_09_1224241_000_0,Mpro-protein,-5.60855,,exp_11
mol_2024_07_09_1224241_000_0,Mpro-protein,-5.931002,,exp_11
mol_2024_07_09_1223263_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1223263_000_docked.sdf,exp_11
mol_2024_07_09_1235010_000_0,Mpro-protein,-5.708421,,exp_11
mol_2024_07_09_1235010_000_0,Mpro-protein,-5.628484,,exp_11
mol_2024_07_09_1238552_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1238552_000_docked.sdf,exp_11
mol_2024_07_09_1231380_000_0,Mpro-protein,-6.687017,,exp_11
mol_2024_07_09_1231380_000_0,Mpro-protein,-6.670354,,exp_11
mol_2024_07_09_1220030_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1220030_000_docked.sdf,exp_11
mol_2024_07_09_1227241_000_0,Mpro-protein,-6.098848,,exp_11
mol_2024_07_09_1227241_000_0,Mpro-protein,-6.080024,,exp_11
mol_2024_07_09_1238311_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1238311_000_docked.sdf,exp_11
mol_2024_07_09_1219203_000_0,Mpro-protein,-5.002179,,exp_11
mol_2024_07_09_1219203_000_0,Mpro-protein,-5.21854,,exp_11
mol_2024_07_09_1236402_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1236402_000_docked.sdf,exp_11
mol_2024_07_09_1219092_000_0,Mpro-protein,-6.120061,,exp_11
mol_2024_07_09_1219092_000_0,Mpro-protein,-5.778517,,exp_11
mol_2024_07_09_1235530_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1235530_000_docked.sdf,exp_11
mol_2024_07_09_1233281_000_0,Mpro-protein,-6.097941,,exp_11
mol_2024_07_09_1233281_000_0,Mpro-protein,-5.891215,,exp_11
