ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1525243_000_0,Mpro-protein,-4.958492,,exp_17
mol_2024_07_09_1525243_000_0,Mpro-protein,-4.942118,,exp_17
mol_2024_07_09_1518260_000_0,Mpro-protein,-5.781914,,exp_17
mol_2024_07_09_1518260_000_0,Mpro-protein,-5.861942,,exp_17
mol_2024_07_09_1530590_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1530590_000_docked.sdf,exp_17
mol_2024_07_09_1513373_000_0,Mpro-protein,-4.720629,,exp_17
mol_2024_07_09_1513373_000_0,Mpro-protein,-4.80262,,exp_17
mol_2024_07_09_1535332_000_0,Mpro-protein,-5.319915,,exp_17
mol_2024_07_09_1535332_000_0,Mpro-protein,-5.162876,,exp_17
mol_2024_07_09_1531273_000_0,Mpro-protein,-4.525215,,exp_17
mol_2024_07_09_1531273_000_0,Mpro-protein,-4.135723,,exp_17
mol_2024_07_09_1517350_000_0,Mpro-protein,-5.020488,,exp_17
mol_2024_07_09_1517350_000_0,Mpro-protein,-5.303423,,exp_17
mol_2024_07_09_1541561_000_0,Mpro-protein,-5.599713,,exp_17
mol_2024_07_09_1541561_000_0,Mpro-protein,-5.701883,,exp_17
mol_2024_07_09_1519150_000_0,Mpro-protein,-5.060844,,exp_17
mol_2024_07_09_1519150_000_0,Mpro-protein,-5.008655,,exp_17
mol_2024_07_09_1537380_000_0,Mpro-protein,-6.306708,,exp_17
mol_2024_07_09_1537380_000_0,Mpro-protein,-6.311922,,exp_17
mol_2024_07_09_1514273_000_0,Mpro-protein,-5.590478,,exp_17
mol_2024_07_09_1514273_000_0,Mpro-protein,-5.580243,,exp_17
mol_2024_07_09_1538253_000_0,Mpro-protein,-6.670722,,exp_17
mol_2024_07_09_1538253_000_0,Mpro-protein,-6.550924,,exp_17
mol_2024_07_09_1533270_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1533270_000_docked.sdf,exp_17
mol_2024_07_09_1537141_000_0,Mpro-protein,-5.301766,,exp_17
mol_2024_07_09_1537141_000_0,Mpro-protein,-5.343008,,exp_17
mol_2024_07_09_1524160_000_0,Mpro-protein,-4.922221,,exp_17
mol_2024_07_09_1524160_000_0,Mpro-protein,-4.942677,,exp_17
mol_2024_07_09_1537343_000_0,Mpro-protein,-5.888027,,exp_17
mol_2024_07_09_1537343_000_0,Mpro-protein,-5.888021,,exp_17
mol_2024_07_09_1536403_000_0,Mpro-protein,-5.636356,,exp_17
mol_2024_07_09_1536403_000_0,Mpro-protein,-5.699977,,exp_17
mol_2024_07_09_1512382_000_0,Mpro-protein,-4.520306,,exp_17
mol_2024_07_09_1512382_000_0,Mpro-protein,-4.504317,,exp_17
mol_2024_07_09_1525570_000_0,Mpro-protein,-5.179977,,exp_17
mol_2024_07_09_1525570_000_0,Mpro-protein,-5.11529,,exp_17
mol_2024_07_09_1516183_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1516183_000_docked.sdf,exp_17
mol_2024_07_09_1527083_000_0,Mpro-protein,-5.423525,,exp_17
mol_2024_07_09_1527083_000_0,Mpro-protein,-5.57266,,exp_17
mol_2024_07_09_1510113_000_0,Mpro-protein,-5.252098,,exp_17
mol_2024_07_09_1510113_000_0,Mpro-protein,-5.162534,,exp_17
mol_2024_07_09_1535590_000_0,Mpro-protein,-5.228559,,exp_17
mol_2024_07_09_1535590_000_0,Mpro-protein,-5.201601,,exp_17
mol_2024_07_09_1534491_000_0,Mpro-protein,-6.253379,,exp_17
mol_2024_07_09_1534491_000_0,Mpro-protein,-6.249076,,exp_17
mol_2024_07_09_1539180_000_0,Mpro-protein,-5.20081,,exp_17
mol_2024_07_09_1539180_000_0,Mpro-protein,-5.387434,,exp_17
mol_2024_07_09_1523413_000_0,Mpro-protein,-5.281115,,exp_17
mol_2024_07_09_1523413_000_0,Mpro-protein,-5.212797,,exp_17
mol_2024_07_09_1510550_000_0,Mpro-protein,-6.011316,,exp_17
mol_2024_07_09_1510550_000_0,Mpro-protein,-5.909262,,exp_17
mol_2024_07_09_1520570_000_0,Mpro-protein,-4.654041,,exp_17
mol_2024_07_09_1520570_000_0,Mpro-protein,-4.685435,,exp_17
mol_2024_07_09_1533133_000_0,Mpro-protein,-4.315189,,exp_17
mol_2024_07_09_1533133_000_0,Mpro-protein,-4.307816,,exp_17
mol_2024_07_09_1520401_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1520401_000_docked.sdf,exp_17
mol_2024_07_09_1513361_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1513361_000_docked.sdf,exp_17
mol_2024_07_09_1521023_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1521023_000_docked.sdf,exp_17
mol_2024_07_09_1539173_000_0,Mpro-protein,-5.402586,,exp_17
mol_2024_07_09_1539173_000_0,Mpro-protein,-5.457984,,exp_17
mol_2024_07_09_1512360_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1512360_000_docked.sdf,exp_17
mol_2024_07_09_1511023_000_0,Mpro-protein,-5.545909,,exp_17
mol_2024_07_09_1511023_000_0,Mpro-protein,-5.54591,,exp_17
mol_2024_07_09_1525060_000_0,Mpro-protein,-4.849005,,exp_17
mol_2024_07_09_1525060_000_0,Mpro-protein,-5.006386,,exp_17
mol_2024_07_09_1535100_000_0,Mpro-protein,-5.771194,,exp_17
mol_2024_07_09_1535100_000_0,Mpro-protein,-5.771193,,exp_17
mol_2024_07_09_1538280_000_0,Mpro-protein,-5.06003,,exp_17
mol_2024_07_09_1538280_000_0,Mpro-protein,-4.99174,,exp_17
mol_2024_07_09_1515213_000_0,Mpro-protein,-4.831246,,exp_17
mol_2024_07_09_1515213_000_0,Mpro-protein,-4.709214,,exp_17
mol_2024_07_09_1541003_000_0,Mpro-protein,-6.005847,,exp_17
mol_2024_07_09_1541003_000_0,Mpro-protein,-6.159153,,exp_17
mol_2024_07_09_1525211_000_0,Mpro-protein,-5.695483,,exp_17
mol_2024_07_09_1525211_000_0,Mpro-protein,-5.598438,,exp_17
mol_2024_07_09_1536480_000_0,Mpro-protein,-5.353667,,exp_17
mol_2024_07_09_1536480_000_0,Mpro-protein,-5.298014,,exp_17
mol_2024_07_09_1526163_000_0,Mpro-protein,-5.162752,,exp_17
mol_2024_07_09_1526163_000_0,Mpro-protein,-5.121313,,exp_17
mol_2024_07_09_1518163_000_0,Mpro-protein,-4.635146,,exp_17
