Unnamed: 0,ligand_name,protein_name,Chemgauss4,error_message,exp_id
0,mol_2024_07_10_2017481_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2017481_000_docked.sdf,exp_35
mol_2024_07_10_2007283_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2007283_000_docked.sdf,,exp_35
mol_2024_07_10_2009160_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2009160_000_docked.sdf,,exp_35
mol_2024_07_10_2004343_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2004343_000_docked.sdf,,exp_35
mol_2024_07_10_2010251_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2010251_000_docked.sdf,,exp_35
mol_2024_07_10_2013230_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2013230_000_docked.sdf,,exp_35
mol_2024_07_10_2019113_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2019113_000_docked.sdf,,exp_35
mol_2024_07_10_2019080_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2019080_000_docked.sdf,,exp_35
mol_2024_07_10_2010050_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2010050_000_docked.sdf,,exp_35
mol_2024_07_10_2005471_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2005471_000_docked.sdf,,exp_35
mol_2024_07_10_2009291_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2009291_000_docked.sdf,,exp_35
mol_2024_07_10_2020480_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2020480_000_docked.sdf,,exp_35
mol_2024_07_10_2003290_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2003290_000_docked.sdf,,exp_35
mol_2024_07_10_1959382_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1959382_000_docked.sdf,,exp_35
mol_2024_07_10_2017113_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2017113_000_docked.sdf,,exp_35
mol_2024_07_10_2012330_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2012330_000_docked.sdf,,exp_35
mol_2024_07_10_2019381_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2019381_000_docked.sdf,,exp_35
mol_2024_07_10_2012193_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2012193_000_docked.sdf,,exp_35
mol_2024_07_10_2015030_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2015030_000_docked.sdf,,exp_35
mol_2024_07_10_2012182_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2012182_000_docked.sdf,,exp_35
mol_2024_07_10_2005392_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2005392_000_docked.sdf,,exp_35
mol_2024_07_10_2012151_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2012151_000_docked.sdf,,exp_35
mol_2024_07_10_2016390_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2016390_000_docked.sdf,,exp_35
mol_2024_07_10_2022103_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2022103_000_docked.sdf,,exp_35
mol_2024_07_10_2008270_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2008270_000_docked.sdf,,exp_35
mol_2024_07_10_2007522_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2007522_000_docked.sdf,,exp_35
mol_2024_07_10_2015011_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2015011_000_docked.sdf,,exp_35
mol_2024_07_10_2017280_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2017280_000_docked.sdf,,exp_35
mol_2024_07_10_2001510_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2001510_000_docked.sdf,,exp_35
mol_2024_07_10_2021113_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2021113_000_docked.sdf,,exp_35
mol_2024_07_10_2003312_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2003312_000_docked.sdf,,exp_35
mol_2024_07_10_2014302_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2014302_000_docked.sdf,,exp_35
mol_2024_07_10_2025342_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2025342_000_docked.sdf,,exp_35
mol_2024_07_10_1959291_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1959291_000_docked.sdf,,exp_35
mol_2024_07_10_2024161_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2024161_000_docked.sdf,,exp_35
mol_2024_07_10_1958371_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1958371_000_docked.sdf,,exp_35
mol_2024_07_10_2013101_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2013101_000_docked.sdf,,exp_35
mol_2024_07_10_2004521_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2004521_000_docked.sdf,,exp_35
mol_2024_07_10_2008273_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2008273_000_docked.sdf,,exp_35
mol_2024_07_10_2021092_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2021092_000_docked.sdf,,exp_35
mol_2024_07_10_2023093_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2023093_000_docked.sdf,,exp_35
mol_2024_07_10_2024060_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2024060_000_docked.sdf,,exp_35
mol_2024_07_10_2011430_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2011430_000_docked.sdf,,exp_35
mol_2024_07_10_2010530_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2010530_000_docked.sdf,,exp_35
mol_2024_07_10_2000433_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2000433_000_docked.sdf,,exp_35
mol_2024_07_10_2023170_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2023170_000_docked.sdf,,exp_35
mol_2024_07_10_1959210_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1959210_000_docked.sdf,,exp_35
mol_2024_07_10_2023222_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2023222_000_docked.sdf,,exp_35
mol_2024_07_10_2006431_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2006431_000_docked.sdf,,exp_35
mol_2024_07_10_2018180_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2018180_000_docked.sdf,,exp_35
mol_2024_07_10_2011233_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2011233_000_docked.sdf,,exp_35
mol_2024_07_10_2016442_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2016442_000_docked.sdf,,exp_35
mol_2024_07_10_2019580_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2019580_000_docked.sdf,,exp_35
mol_2024_07_10_2018572_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2018572_000_docked.sdf,,exp_35
mol_2024_07_10_2016133_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2016133_000_docked.sdf,,exp_35
mol_2024_07_10_2003571_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2003571_000_docked.sdf,,exp_35
mol_2024_07_10_2007381_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2007381_000_docked.sdf,,exp_35
mol_2024_07_10_2006470_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2006470_000_docked.sdf,,exp_35
mol_2024_07_10_2015133_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2015133_000_docked.sdf,,exp_35
mol_2024_07_10_2024560_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2024560_000_docked.sdf,,exp_35
mol_2024_07_10_1958463_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_1958463_000_docked.sdf,,exp_35
mol_2024_07_10_2009263_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2009263_000_docked.sdf,,exp_35
mol_2024_07_10_2021291_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2021291_000_docked.sdf,,exp_35
mol_2024_07_10_2010253_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2010253_000_docked.sdf,,exp_35
mol_2024_07_10_2002081_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2002081_000_docked.sdf,,exp_35
mol_2024_07_10_2014130_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2014130_000_docked.sdf,,exp_35
mol_2024_07_10_2005080_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2005080_000_docked.sdf,,exp_35
mol_2024_07_10_2005570_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2005570_000_docked.sdf,,exp_35
mol_2024_07_10_2014143_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2014143_000_docked.sdf,,exp_35
mol_2024_07_10_2010042_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2010042_000_docked.sdf,,exp_35
mol_2024_07_10_2002383_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2002383_000_docked.sdf,,exp_35
mol_2024_07_10_2004190_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2004190_000_docked.sdf,,exp_35
mol_2024_07_10_2025121_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_10_2025121_000_docked.sdf,,exp_35
