Unnamed: 0,ligand_name,protein_name,Chemgauss4,error_message,exp_id
0,mol_2024_07_09_1626213_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1626213_000_docked.sdf,exp_19
mol_2024_07_09_1639242_000_0,Mpro-protein,-4.125952,,,exp_19
mol_2024_07_09_1639242_000_0,Mpro-protein,-4.088529,,,exp_19
mol_2024_07_09_1642510_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1642510_000_docked.sdf,,exp_19
mol_2024_07_09_1621353_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1621353_000_docked.sdf,,exp_19
mol_2024_07_09_1620373_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1620373_000_docked.sdf,,exp_19
mol_2024_07_09_1622333_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1622333_000_docked.sdf,,exp_19
mol_2024_07_09_1623290_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1623290_000_docked.sdf,,exp_19
mol_2024_07_09_1634302_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1634302_000_docked.sdf,,exp_19
mol_2024_07_09_1618362_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1618362_000_docked.sdf,,exp_19
mol_2024_07_09_1622370_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1622370_000_docked.sdf,,exp_19
mol_2024_07_09_1619403_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1619403_000_docked.sdf,,exp_19
mol_2024_07_09_1627430_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1627430_000_docked.sdf,,exp_19
mol_2024_07_09_1637513_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1637513_000_docked.sdf,,exp_19
mol_2024_07_09_1629402_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1629402_000_docked.sdf,,exp_19
mol_2024_07_09_1639483_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1639483_000_docked.sdf,,exp_19
mol_2024_07_09_1627401_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1627401_000_docked.sdf,,exp_19
mol_2024_07_09_1637480_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1637480_000_docked.sdf,,exp_19
mol_2024_07_09_1639270_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1639270_000_docked.sdf,,exp_19
mol_2024_07_09_1647481_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1647481_000_docked.sdf,,exp_19
mol_2024_07_09_1646383_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1646383_000_docked.sdf,,exp_19
mol_2024_07_09_1629511_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1629511_000_docked.sdf,,exp_19
mol_2024_07_09_1642221_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1642221_000_docked.sdf,,exp_19
mol_2024_07_09_1624283_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1624283_000_docked.sdf,,exp_19
mol_2024_07_09_1624210_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1624210_000_docked.sdf,,exp_19
