ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1449193_000_0,Mpro-protein,-6.069699,,exp_16
mol_2024_07_09_1449193_000_0,Mpro-protein,-6.282353,,exp_16
mol_2024_07_09_1458382_000_0,Mpro-protein,-6.489212,,exp_16
mol_2024_07_09_1458382_000_0,Mpro-protein,-6.219883,,exp_16
mol_2024_07_09_1445250_000_0,Mpro-protein,-6.019133,,exp_16
mol_2024_07_09_1445250_000_0,Mpro-protein,-5.939308,,exp_16
mol_2024_07_09_1501153_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1501153_000_docked.sdf,exp_16
mol_2024_07_09_1504531_000_0,Mpro-protein,-6.489244,,exp_16
mol_2024_07_09_1504531_000_0,Mpro-protein,-6.427201,,exp_16
mol_2024_07_09_1448420_000_0,Mpro-protein,-6.317646,,exp_16
mol_2024_07_09_1448420_000_0,Mpro-protein,-6.097029,,exp_16
mol_2024_07_09_1458433_000_0,Mpro-protein,-6.991039,,exp_16
mol_2024_07_09_1458433_000_0,Mpro-protein,-6.882246,,exp_16
mol_2024_07_09_1447121_000_0,Mpro-protein,-5.659544,,exp_16
mol_2024_07_09_1447121_000_0,Mpro-protein,-5.589349,,exp_16
mol_2024_07_09_1500441_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1500441_000_docked.sdf,exp_16
mol_2024_07_09_1455203_000_0,Mpro-protein,-5.594011,,exp_16
mol_2024_07_09_1455203_000_0,Mpro-protein,-5.537098,,exp_16
mol_2024_07_09_1452470_000_0,Mpro-protein,-7.140063,,exp_16
mol_2024_07_09_1452470_000_0,Mpro-protein,-7.363474,,exp_16
mol_2024_07_09_1447263_000_0,Mpro-protein,-5.149909,,exp_16
mol_2024_07_09_1447263_000_0,Mpro-protein,-5.14991,,exp_16
mol_2024_07_09_1503162_000_0,Mpro-protein,-6.944991,,exp_16
mol_2024_07_09_1503162_000_0,Mpro-protein,-6.90868,,exp_16
mol_2024_07_09_1506380_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1506380_000_docked.sdf,exp_16
mol_2024_07_09_1451261_000_0,Mpro-protein,-6.710018,,exp_16
mol_2024_07_09_1451261_000_0,Mpro-protein,-6.71002,,exp_16
mol_2024_07_09_1458431_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1458431_000_docked.sdf,exp_16
mol_2024_07_09_1502471_000_0,Mpro-protein,-6.407441,,exp_16
mol_2024_07_09_1502471_000_0,Mpro-protein,-6.398039,,exp_16
mol_2024_07_09_1503501_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1503501_000_docked.sdf,exp_16
mol_2024_07_09_1449451_000_0,Mpro-protein,-6.557526,,exp_16
mol_2024_07_09_1449451_000_0,Mpro-protein,-7.085426,,exp_16
mol_2024_07_09_1456083_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1456083_000_docked.sdf,exp_16
mol_2024_07_09_1448551_000_0,Mpro-protein,-6.172998,,exp_16
mol_2024_07_09_1448551_000_0,Mpro-protein,-6.422724,,exp_16
mol_2024_07_09_1507001_000_0,Mpro-protein,-6.61916,,exp_16
mol_2024_07_09_1507001_000_0,Mpro-protein,-6.53249,,exp_16
mol_2024_07_09_1502073_000_0,Mpro-protein,-6.542749,,exp_16
mol_2024_07_09_1502073_000_0,Mpro-protein,-6.668511,,exp_16
mol_2024_07_09_1503180_000_0,Mpro-protein,-6.129485,,exp_16
mol_2024_07_09_1503180_000_0,Mpro-protein,-6.078487,,exp_16
mol_2024_07_09_1443482_000_0,Mpro-protein,-7.223412,,exp_16
mol_2024_07_09_1443482_000_0,Mpro-protein,-7.359551,,exp_16
mol_2024_07_09_1502300_000_0,Mpro-protein,-4.991324,,exp_16
mol_2024_07_09_1502300_000_0,Mpro-protein,-5.124795,,exp_16
