Unnamed: 0,ligand_name,protein_name,computed_dG,error_message,exp_id
0,mol_2024_07_10_1620423_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1620423_000.pdb -o mol_2024_07_10_1620423_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_29
mol_2024_07_10_1623020_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1623020_000.pdb -o mol_2024_07_10_1623020_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
mol_2024_07_10_1637131_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1637131_000.pdb -o mol_2024_07_10_1637131_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
mol_2024_07_10_1713113_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1713113_000.pdb -o mol_2024_07_10_1713113_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
mol_2024_07_10_1640410_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1640410_000.pdb -o mol_2024_07_10_1640410_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
mol_2024_07_10_1702182_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1702182_000.pdb -o mol_2024_07_10_1702182_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
mol_2024_07_10_1650122_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1650122_000.pdb -o mol_2024_07_10_1650122_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
mol_2024_07_10_1659580_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1659580_000.pdb -o mol_2024_07_10_1659580_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
mol_2024_07_10_1616210_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1616210_000.pdb -o mol_2024_07_10_1616210_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
mol_2024_07_10_1619433_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1619433_000.pdb -o mol_2024_07_10_1619433_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
mol_2024_07_10_1616503_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1616503_000.pdb -o mol_2024_07_10_1616503_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
mol_2024_07_10_1706440_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1706440_000.pdb -o mol_2024_07_10_1706440_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_29
