ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1525243_000,Mpro-protein,-4.539,,exp_17
mol_2024_07_09_1518260_000,Mpro-protein,-3.932,,exp_17
mol_2024_07_09_1530590_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1530590_000.pdb -o mol_2024_07_09_1530590_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_17
mol_2024_07_09_1513373_000,Mpro-protein,-3.833,,exp_17
mol_2024_07_09_1535332_000,Mpro-protein,-3.349,,exp_17
mol_2024_07_09_1531273_000,Mpro-protein,-4.029,,exp_17
mol_2024_07_09_1517350_000,Mpro-protein,-3.179,,exp_17
mol_2024_07_09_1541561_000,Mpro-protein,-3.365,,exp_17
mol_2024_07_09_1519150_000,Mpro-protein,-3.75,,exp_17
mol_2024_07_09_1537380_000,Mpro-protein,-4.19,,exp_17
mol_2024_07_09_1514273_000,Mpro-protein,-3.727,,exp_17
mol_2024_07_09_1538253_000,Mpro-protein,-4.854,,exp_17
mol_2024_07_09_1533270_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1533270_000.pdb -o mol_2024_07_09_1533270_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_17
mol_2024_07_09_1537141_000,Mpro-protein,-4.245,,exp_17
mol_2024_07_09_1524160_000,Mpro-protein,-4.643,,exp_17
mol_2024_07_09_1537343_000,Mpro-protein,-4.514,,exp_17
mol_2024_07_09_1536403_000,Mpro-protein,-3.811,,exp_17
mol_2024_07_09_1512382_000,Mpro-protein,-3.398,,exp_17
mol_2024_07_09_1525570_000,Mpro-protein,-4.144,,exp_17
mol_2024_07_09_1516183_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1516183_000.pdb -o mol_2024_07_09_1516183_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_17
