ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1408412_000,Mpro-protein,-6.322,,exp_15
mol_2024_07_09_1424093_000,Mpro-protein,-7.539,,exp_15
mol_2024_07_09_1407221_000,Mpro-protein,-6.286,,exp_15
mol_2024_07_09_1431270_000,Mpro-protein,-8.122,,exp_15
mol_2024_07_09_1418251_000,Mpro-protein,-7.469,,exp_15
mol_2024_07_09_1412283_000,Mpro-protein,-6.212,,exp_15
mol_2024_07_09_1417273_000,Mpro-protein,-8.065,,exp_15
mol_2024_07_09_1429143_000,Mpro-protein,-7.936,,exp_15
mol_2024_07_09_1423060_000,Mpro-protein,-7.899,,exp_15
mol_2024_07_09_1427180_000,Mpro-protein,-6.721,,exp_15
mol_2024_07_09_1427411_000,Mpro-protein,-7.299,,exp_15
mol_2024_07_09_1413181_000,Mpro-protein,-7.493,,exp_15
mol_2024_07_09_1419460_000,Mpro-protein,-7.467,,exp_15
mol_2024_07_09_1429441_000,Mpro-protein,-7.502,,exp_15
mol_2024_07_09_1422170_000,Mpro-protein,-7.5,,exp_15
mol_2024_07_09_1411161_000,Mpro-protein,-6.964,,exp_15
mol_2024_07_09_1418173_000,Mpro-protein,-7.965,,exp_15
mol_2024_07_09_1429122_000,Mpro-protein,-7.189,,exp_15
mol_2024_07_09_1425503_000,Mpro-protein,-7.266,,exp_15
mol_2024_07_09_1424372_000,Mpro-protein,-6.691,,exp_15
mol_2024_07_09_1425400_000,Mpro-protein,-7.39,,exp_15
mol_2024_07_09_1428070_000,Mpro-protein,-6.632,,exp_15
mol_2024_07_09_1432170_000,Mpro-protein,-7.252,,exp_15
mol_2024_07_09_1420473_000,Mpro-protein,-6.637,,exp_15
mol_2024_07_09_1430380_000,Mpro-protein,-6.899,,exp_15
mol_2024_07_09_1420380_000,Mpro-protein,-7.477,,exp_15
mol_2024_07_09_1410522_000,Mpro-protein,-6.697,,exp_15
mol_2024_07_09_1416231_000,Mpro-protein,-6.287,,exp_15
mol_2024_07_09_1415483_000,Mpro-protein,-7.889,,exp_15
mol_2024_07_09_1408171_000,Mpro-protein,-7.866,,exp_15
mol_2024_07_09_1420291_000,Mpro-protein,-6.949,,exp_15
mol_2024_07_09_1423351_000,Mpro-protein,-7.56,,exp_15
mol_2024_07_09_1417402_000,Mpro-protein,-8.031,,exp_15
mol_2024_07_09_1414000_000,Mpro-protein,-6.611,,exp_15
mol_2024_07_09_1423570_000,Mpro-protein,-7.971,,exp_15
mol_2024_07_09_1410151_000,Mpro-protein,-7.48,,exp_15
mol_2024_07_09_1421311_000,Mpro-protein,-7.508,,exp_15
mol_2024_07_09_1408090_000,Mpro-protein,-7.865,,exp_15
mol_2024_07_09_1411300_000,Mpro-protein,-6.91,,exp_15
mol_2024_07_09_1422331_000,Mpro-protein,-6.74,,exp_15
mol_2024_07_09_1414191_000,Mpro-protein,-7.302,,exp_15
mol_2024_07_09_1419271_000,Mpro-protein,-6.523,,exp_15
mol_2024_07_09_1408590_000,Mpro-protein,-6.59,,exp_15
mol_2024_07_09_1431481_000,Mpro-protein,-6.631,,exp_15
mol_2024_07_09_1407263_000,Mpro-protein,-7.308,,exp_15
mol_2024_07_09_1413183_000,Mpro-protein,-7.871,,exp_15
mol_2024_07_09_1416373_000,Mpro-protein,-7.439,,exp_15
mol_2024_07_09_1406321_000,Mpro-protein,-7.976,,exp_15
mol_2024_07_09_1426401_000,Mpro-protein,-7.936,,exp_15
mol_2024_07_09_1409583_000,Mpro-protein,-7.9,,exp_15
mol_2024_07_09_1415390_000,Mpro-protein,-6.489,,exp_15
mol_2024_07_09_1430543_000,Mpro-protein,-7.876,,exp_15
mol_2024_07_09_1430461_000,Mpro-protein,-6.443,,exp_15
