Unnamed: 0,ligand_name,protein_name,computed_dG,error_message,exp_id
0,mol_2024_07_09_1725441_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1725441_000.pdb -o mol_2024_07_09_1725441_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_21
mol_2024_07_09_1744320_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1744320_000.pdb -o mol_2024_07_09_1744320_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_21
mol_2024_07_09_1731351_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1731351_000.pdb -o mol_2024_07_09_1731351_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_21
mol_2024_07_09_1746592_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1746592_000.pdb -o mol_2024_07_09_1746592_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_21
mol_2024_07_09_1743420_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1743420_000.pdb -o mol_2024_07_09_1743420_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_21
mol_2024_07_09_1729543_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1729543_000.pdb -o mol_2024_07_09_1729543_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_21
mol_2024_07_09_1721541_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1721541_000.pdb -o mol_2024_07_09_1721541_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_21
mol_2024_07_09_1746131_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1746131_000.pdb -o mol_2024_07_09_1746131_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_21
mol_2024_07_09_1719090_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1719090_000.pdb -o mol_2024_07_09_1719090_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_21
mol_2024_07_09_1741063_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1741063_000.pdb -o mol_2024_07_09_1741063_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_21
mol_2024_07_09_1745233_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1745233_000.pdb -o mol_2024_07_09_1745233_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_21
mol_2024_07_09_1723113_000,Mpro-protein,-18.03,,,exp_21
