Unnamed: 0,ligand_name,protein_name,computed_dG,error_message,exp_id
0,mol_2024_07_09_1542540_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1542540_000.pdb -o mol_2024_07_09_1542540_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_18
mol_2024_07_09_1610421_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1610421_000.pdb -o mol_2024_07_09_1610421_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_18
mol_2024_07_09_1543453_000,Mpro-protein,-4.185,,,exp_18
mol_2024_07_09_1547020_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1547020_000.pdb -o mol_2024_07_09_1547020_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_18
mol_2024_07_09_1616352_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1616352_000.pdb -o mol_2024_07_09_1616352_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_18
mol_2024_07_09_1613243_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1613243_000.pdb -o mol_2024_07_09_1613243_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_18
mol_2024_07_09_1614233_000,Mpro-protein,-4.165,,,exp_18
mol_2024_07_09_1557080_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1557080_000.pdb -o mol_2024_07_09_1557080_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_18
mol_2024_07_09_1545273_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1545273_000.pdb -o mol_2024_07_09_1545273_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_18
mol_2024_07_09_1550240_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1550240_000.pdb -o mol_2024_07_09_1550240_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_18
