Unnamed: 0,ligand_name,protein_name,computed_dG,error_message,exp_id
0,mol_2024_07_09_1626213_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1626213_000.pdb -o mol_2024_07_09_1626213_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_19
mol_2024_07_09_1639242_000,Mpro-protein,-4.441,,,exp_19
mol_2024_07_09_1642510_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1642510_000.pdb -o mol_2024_07_09_1642510_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_19
mol_2024_07_09_1621353_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1621353_000.pdb -o mol_2024_07_09_1621353_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_19
mol_2024_07_09_1620373_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1620373_000.pdb -o mol_2024_07_09_1620373_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_19
mol_2024_07_09_1622333_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1622333_000.pdb -o mol_2024_07_09_1622333_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_19
mol_2024_07_09_1623290_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1623290_000.pdb -o mol_2024_07_09_1623290_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_19
mol_2024_07_09_1634302_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1634302_000.pdb -o mol_2024_07_09_1634302_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_19
mol_2024_07_09_1618362_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1618362_000.pdb -o mol_2024_07_09_1618362_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_19
mol_2024_07_09_1622370_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1622370_000.pdb -o mol_2024_07_09_1622370_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_19
mol_2024_07_09_1619403_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1619403_000.pdb -o mol_2024_07_09_1619403_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_19
