ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1149373_000,Mpro-protein,-5.537,,exp_10
mol_2024_07_09_1150210_000,Mpro-protein,-4.569,,exp_10
mol_2024_07_09_1209183_000,Mpro-protein,-4.65,,exp_10
mol_2024_07_09_1203021_000,Mpro-protein,-4.669,,exp_10
mol_2024_07_09_1207021_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1207021_000.pdb -o mol_2024_07_09_1207021_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1206510_000,Mpro-protein,-4.404,,exp_10
mol_2024_07_09_1149452_000,Mpro-protein,-5.994,,exp_10
mol_2024_07_09_1154072_000,Mpro-protein,-5.116,,exp_10
mol_2024_07_09_1206010_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1206010_000.pdb -o mol_2024_07_09_1206010_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1152073_000,Mpro-protein,-5.32,,exp_10
mol_2024_07_09_1147111_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1147111_000.pdb -o mol_2024_07_09_1147111_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1208293_000,Mpro-protein,-3.481,,exp_10
mol_2024_07_09_1157233_000,Mpro-protein,-4.11,,exp_10
mol_2024_07_09_1207342_000,Mpro-protein,-4.578,,exp_10
mol_2024_07_09_1202512_000,Mpro-protein,-4.459,,exp_10
mol_2024_07_09_1147412_000,Mpro-protein,-4.48,,exp_10
mol_2024_07_09_1152553_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1152553_000.pdb -o mol_2024_07_09_1152553_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1147040_000,Mpro-protein,-5.086,,exp_10
mol_2024_07_09_1208021_000,Mpro-protein,-5.517,,exp_10
mol_2024_07_09_1155343_000,Mpro-protein,-6.759,,exp_10
mol_2024_07_09_1206453_000,Mpro-protein,-4.82,,exp_10
mol_2024_07_09_1158302_000,Mpro-protein,-5.52,,exp_10
mol_2024_07_09_1201021_000,Mpro-protein,-4.798,,exp_10
mol_2024_07_09_1200013_000,Mpro-protein,-5.646,,exp_10
mol_2024_07_09_1200100_000,Mpro-protein,-6.35,,exp_10
mol_2024_07_09_1211493_000,Mpro-protein,-4.235,,exp_10
mol_2024_07_09_1202031_000,Mpro-protein,-4.949,,exp_10
mol_2024_07_09_1211021_000,Mpro-protein,-5.987,,exp_10
mol_2024_07_09_1201020_000,Mpro-protein,-5.356,,exp_10
mol_2024_07_09_1203300_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1203300_000.pdb -o mol_2024_07_09_1203300_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1156031_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1156031_000.pdb -o mol_2024_07_09_1156031_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_10
mol_2024_07_09_1150253_000,Mpro-protein,-4.57,,exp_10
mol_2024_07_09_1154240_000,Mpro-protein,-3.58,,exp_10
