ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1123541_000,Mpro-protein,-4.189,,exp_9
mol_2024_07_09_1135030_000,Mpro-protein,-4.23,,exp_9
mol_2024_07_09_1140470_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1140470_000.pdb -o mol_2024_07_09_1140470_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1127490_000,Mpro-protein,-5.284,,exp_9
mol_2024_07_09_1127030_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1127030_000.pdb -o mol_2024_07_09_1127030_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1144101_000,Mpro-protein,-5.217,,exp_9
mol_2024_07_09_1133193_000,Mpro-protein,-5.807,,exp_9
mol_2024_07_09_1141111_000,Mpro-protein,-4.783,,exp_9
mol_2024_07_09_1140093_000,Mpro-protein,-5.799,,exp_9
mol_2024_07_09_1137300_000,Mpro-protein,-4.234,,exp_9
mol_2024_07_09_1133270_000,Mpro-protein,-5.056,,exp_9
mol_2024_07_09_1124380_000,Mpro-protein,-5.488,,exp_9
mol_2024_07_09_1138190_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1138190_000.pdb -o mol_2024_07_09_1138190_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1135171_000,Mpro-protein,-5.559,,exp_9
mol_2024_07_09_1140572_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1140572_000.pdb -o mol_2024_07_09_1140572_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1128143_000,Mpro-protein,-5.06,,exp_9
mol_2024_07_09_1142111_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1142111_000.pdb -o mol_2024_07_09_1142111_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1145152_000,Mpro-protein,-5.663,,exp_9
mol_2024_07_09_1140121_000,Mpro-protein,-5.808,,exp_9
mol_2024_07_09_1130120_000,Mpro-protein,-4.476,,exp_9
mol_2024_07_09_1130401_000,Mpro-protein,-4.987,,exp_9
mol_2024_07_09_1135033_000,Mpro-protein,-4.855,,exp_9
mol_2024_07_09_1135520_000,Mpro-protein,-5.396,,exp_9
mol_2024_07_09_1122183_000,Mpro-protein,-5.304,,exp_9
mol_2024_07_09_1125433_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1125433_000.pdb -o mol_2024_07_09_1125433_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1139090_000,Mpro-protein,-6.767,,exp_9
mol_2024_07_09_1127243_000,Mpro-protein,-4.81,,exp_9
mol_2024_07_09_1123031_000,Mpro-protein,-4.586,,exp_9
mol_2024_07_09_1126343_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1126343_000.pdb -o mol_2024_07_09_1126343_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1134191_000,Mpro-protein,-5.216,,exp_9
mol_2024_07_09_1126251_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1126251_000.pdb -o mol_2024_07_09_1126251_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1136410_000,Mpro-protein,-4.671,,exp_9
mol_2024_07_09_1122130_000,Mpro-protein,-4.559,,exp_9
mol_2024_07_09_1123500_000,Mpro-protein,-3.982,,exp_9
mol_2024_07_09_1132273_000,Mpro-protein,-5.7,,exp_9
mol_2024_07_09_1127161_000,Mpro-protein,-5.009,,exp_9
mol_2024_07_09_1130402_000,Mpro-protein,-6.205,,exp_9
mol_2024_07_09_1121273_000,Mpro-protein,-5.908,,exp_9
mol_2024_07_09_1123000_000,Mpro-protein,-4.041,,exp_9
mol_2024_07_09_1121312_000,Mpro-protein,-4.492,,exp_9
mol_2024_07_09_1145101_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1145101_000.pdb -o mol_2024_07_09_1145101_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1127212_000,Mpro-protein,-5.277,,exp_9
mol_2024_07_09_1145123_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1145123_000.pdb -o mol_2024_07_09_1145123_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1131331_000,Mpro-protein,-4.175,,exp_9
mol_2024_07_09_1128581_000,Mpro-protein,-5.272,,exp_9
mol_2024_07_09_1124033_000,Mpro-protein,-4.765,,exp_9
mol_2024_07_09_1129220_000,Mpro-protein,-4.909,,exp_9
mol_2024_07_09_1126150_000,Mpro-protein,-5.276,,exp_9
mol_2024_07_09_1144040_000,Mpro-protein,-4.987,,exp_9
mol_2024_07_09_1139193_000,Mpro-protein,-5.384,,exp_9
mol_2024_07_09_1146101_000,Mpro-protein,-6.347,,exp_9
mol_2024_07_09_1132380_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1132380_000.pdb -o mol_2024_07_09_1132380_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1132292_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1132292_000.pdb -o mol_2024_07_09_1132292_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1125351_000,Mpro-protein,-6.007,,exp_9
mol_2024_07_09_1143062_000,Mpro-protein,-5.522,,exp_9
mol_2024_07_09_1133231_000,Mpro-protein,-6.512,,exp_9
mol_2024_07_09_1125270_000,Mpro-protein,-5.502,,exp_9
mol_2024_07_09_1139121_000,Mpro-protein,-5.017,,exp_9
mol_2024_07_09_1129481_000,Mpro-protein,-5.045,,exp_9
mol_2024_07_09_1130443_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1130443_000.pdb -o mol_2024_07_09_1130443_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1142240_000,Mpro-protein,-6.094,,exp_9
mol_2024_07_09_1128360_000,Mpro-protein,-5.913,,exp_9
mol_2024_07_09_1121281_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1121281_000.pdb -o mol_2024_07_09_1121281_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1124442_000,Mpro-protein,-5.438,,exp_9
mol_2024_07_09_1136463_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1136463_000.pdb -o mol_2024_07_09_1136463_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1139590_000,Mpro-protein,-4.931,,exp_9
mol_2024_07_09_1134150_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1134150_000.pdb -o mol_2024_07_09_1134150_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1143101_000,Mpro-protein,-6.815,,exp_9
mol_2024_07_09_1129523_000,Mpro-protein,-4.441,,exp_9
mol_2024_07_09_1138121_000,Mpro-protein,-4.421,,exp_9
mol_2024_07_09_1136151_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1136151_000.pdb -o mol_2024_07_09_1136151_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1126002_000,Mpro-protein,-4.637,,exp_9
mol_2024_07_09_1143130_000,Mpro-protein,-5.368,,exp_9
mol_2024_07_09_1138283_000,Mpro-protein,-6.397,,exp_9
mol_2024_07_09_1141350_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1141350_000.pdb -o mol_2024_07_09_1141350_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
mol_2024_07_09_1135553_000,Mpro-protein,-5.31,,exp_9
mol_2024_07_09_1134103_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1134103_000.pdb -o mol_2024_07_09_1134103_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_9
