Unnamed: 0,ligand_name,protein_name,computed_dG,error_message,exp_id
0,mol_2024_07_10_2017481_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_2017481_000.pdb -o mol_2024_07_10_2017481_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_35
mol_2024_07_10_2007283_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_2007283_000.pdb -o mol_2024_07_10_2007283_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_35
mol_2024_07_10_2009160_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_2009160_000.pdb -o mol_2024_07_10_2009160_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_35
mol_2024_07_10_2004343_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_2004343_000.pdb -o mol_2024_07_10_2004343_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_35
mol_2024_07_10_2010251_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_2010251_000.pdb -o mol_2024_07_10_2010251_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_35
mol_2024_07_10_2013230_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_2013230_000.pdb -o mol_2024_07_10_2013230_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_35
mol_2024_07_10_2019113_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_2019113_000.pdb -o mol_2024_07_10_2019113_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_35
mol_2024_07_10_2019080_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_2019080_000.pdb -o mol_2024_07_10_2019080_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_35
mol_2024_07_10_2010050_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_2010050_000.pdb -o mol_2024_07_10_2010050_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_35
mol_2024_07_10_2005471_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_2005471_000.pdb -o mol_2024_07_10_2005471_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_35
