ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_10_1800131_000,Mpro-protein,-5.319,,exp_30
mol_2024_07_10_1754523_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1754523_000.pdb -o mol_2024_07_10_1754523_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1749093_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1749093_000.pdb -o mol_2024_07_10_1749093_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1757000_000,Mpro-protein,-5.423,,exp_30
mol_2024_07_10_1745590_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1745590_000.pdb -o mol_2024_07_10_1745590_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1748431_000,Mpro-protein,-5.757,,exp_30
mol_2024_07_10_1745192_000,Mpro-protein,-5.894,,exp_30
mol_2024_07_10_1759443_000,Mpro-protein,-4.753,,exp_30
mol_2024_07_10_1752553_000,Mpro-protein,-4.594,,exp_30
mol_2024_07_10_1746571_000,Mpro-protein,-5.245,,exp_30
mol_2024_07_10_1746232_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1746232_000.pdb -o mol_2024_07_10_1746232_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1741532_000,Mpro-protein,-5.277,,exp_30
mol_2024_07_10_1750590_000,Mpro-protein,-5.643,,exp_30
mol_2024_07_10_1747380_000,Mpro-protein,-5.66,,exp_30
mol_2024_07_10_1744231_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1744231_000.pdb -o mol_2024_07_10_1744231_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1801581_000,Mpro-protein,-4.218,,exp_30
mol_2024_07_10_1756152_000,Mpro-protein,-4.598,,exp_30
mol_2024_07_10_1753061_000,Mpro-protein,-5.658,,exp_30
mol_2024_07_10_1756493_000,Mpro-protein,-4.521,,exp_30
mol_2024_07_10_1747322_000,Mpro-protein,-4.908,,exp_30
mol_2024_07_10_1750090_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1750090_000.pdb -o mol_2024_07_10_1750090_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1755463_000,Mpro-protein,-5.544,,exp_30
mol_2024_07_10_1805240_000,Mpro-protein,-5.603,,exp_30
mol_2024_07_10_1757483_000,Mpro-protein,-5.183,,exp_30
mol_2024_07_10_1756451_000,Mpro-protein,-3.328,,exp_30
mol_2024_07_10_1753581_000,Mpro-protein,-4.974,,exp_30
mol_2024_07_10_1803522_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1803522_000.pdb -o mol_2024_07_10_1803522_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1748123_000,Mpro-protein,-6.202,,exp_30
mol_2024_07_10_1741553_000,Mpro-protein,-4.275,,exp_30
mol_2024_07_10_1803363_000,Mpro-protein,-4.779,,exp_30
mol_2024_07_10_1758281_000,Mpro-protein,-4.235,,exp_30
mol_2024_07_10_1753553_000,Mpro-protein,-5.278,,exp_30
mol_2024_07_10_1754282_000,Mpro-protein,-5.62,,exp_30
mol_2024_07_10_1805283_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1805283_000.pdb -o mol_2024_07_10_1805283_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1744262_000,Mpro-protein,-4.254,,exp_30
mol_2024_07_10_1804323_000,Mpro-protein,-6.095,,exp_30
mol_2024_07_10_1746480_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1746480_000.pdb -o mol_2024_07_10_1746480_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1758443_000,Mpro-protein,-6.377,,exp_30
mol_2024_07_10_1806243_000,Mpro-protein,-4.848,,exp_30
mol_2024_07_10_1804350_000,Mpro-protein,-5.368,,exp_30
mol_2024_07_10_1747153_000,Mpro-protein,-5.788,,exp_30
mol_2024_07_10_1801051_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1801051_000.pdb -o mol_2024_07_10_1801051_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1749190_000,Mpro-protein,-4.911,,exp_30
mol_2024_07_10_1806160_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1806160_000.pdb -o mol_2024_07_10_1806160_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1802383_000,Mpro-protein,-6.502,,exp_30
mol_2024_07_10_1743321_000,Mpro-protein,-6.131,,exp_30
mol_2024_07_10_1751181_000,Mpro-protein,-4.519,,exp_30
mol_2024_07_10_1743352_000,Mpro-protein,-5.876,,exp_30
mol_2024_07_10_1759300_000,Mpro-protein,-4.281,,exp_30
mol_2024_07_10_1800433_000,Mpro-protein,-4.016,,exp_30
mol_2024_07_10_1756090_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1756090_000.pdb -o mol_2024_07_10_1756090_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_30
mol_2024_07_10_1801413_000,Mpro-protein,-4.648,,exp_30
