ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1655561_000,Mpro-protein,-15.6,,exp_20
mol_2024_07_09_1700533_000,Mpro-protein,-16.01,,exp_20
mol_2024_07_09_1655113_000,Mpro-protein,-18.2,,exp_20
mol_2024_07_09_1714063_000,Mpro-protein,-16.65,,exp_20
mol_2024_07_09_1656200_000,Mpro-protein,-17.16,,exp_20
mol_2024_07_09_1711092_000,Mpro-protein,-15.17,,exp_20
mol_2024_07_09_1718132_000,Mpro-protein,-16.86,,exp_20
mol_2024_07_09_1704363_000,Mpro-protein,-17.28,,exp_20
mol_2024_07_09_1651222_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1651222_000.pdb -o mol_2024_07_09_1651222_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1708030_000,Mpro-protein,-19.64,,exp_20
mol_2024_07_09_1710233_000,Mpro-protein,-16.98,,exp_20
mol_2024_07_09_1703491_000,Mpro-protein,-15.55,,exp_20
mol_2024_07_09_1654571_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1654571_000.pdb -o mol_2024_07_09_1654571_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1711441_000,Mpro-protein,-14.89,,exp_20
mol_2024_07_09_1702443_000,Mpro-protein,-17.92,,exp_20
mol_2024_07_09_1658013_000,Mpro-protein,-17.35,,exp_20
mol_2024_07_09_1711193_000,Mpro-protein,-14.88,,exp_20
mol_2024_07_09_1651233_000,Mpro-protein,-17.26,,exp_20
mol_2024_07_09_1712200_000,Mpro-protein,-15.98,,exp_20
mol_2024_07_09_1701491_000,Mpro-protein,-20.14,,exp_20
mol_2024_07_09_1702590_000,Mpro-protein,-19.09,,exp_20
mol_2024_07_09_1703422_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1703422_000.pdb -o mol_2024_07_09_1703422_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_20
mol_2024_07_09_1659553_000,Mpro-protein,-16.05,,exp_20
