ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_10_1059462_000,Mpro-protein,-3.494,,exp_24
mol_2024_07_10_1101241_000,Mpro-protein,-4.4,,exp_24
mol_2024_07_10_1133493_000,Mpro-protein,-4.462,,exp_24
mol_2024_07_10_1122403_000,Mpro-protein,-3.652,,exp_24
mol_2024_07_10_1129151_000.sdf,Mpro-protein.pdb,,"Command ./vina/vina_1.2.5_linux_x86_64 --config mol_2024_07_10_1129151_000_Mpro-protein_config.txt failed: 


Error: could not open ""Mpro-protein.pdbqt"" for reading.
",exp_24
mol_2024_07_10_1043400_000,Mpro-protein,-4.197,,exp_24
mol_2024_07_10_1053221_000,Mpro-protein,-3.704,,exp_24
mol_2024_07_10_1130593_000.sdf,Mpro-protein.pdb,,"Command ./vina/vina_1.2.5_linux_x86_64 --config mol_2024_07_10_1130593_000_Mpro-protein_config.txt failed: 


Error: could not open ""Mpro-protein.pdbqt"" for reading.
",exp_24
mol_2024_07_10_1144431_000,Mpro-protein,-3.726,,exp_24
mol_2024_07_10_1131573_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1131573_000.pdb -o mol_2024_07_10_1131573_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_24
mol_2024_07_10_1049163_000,Mpro-protein,-4.216,,exp_24
mol_2024_07_10_1132160_000,Mpro-protein,-3.333,,exp_24
mol_2024_07_10_1050170_000,Mpro-protein,-4.226,,exp_24
mol_2024_07_10_1123313_000,Mpro-protein,-3.966,,exp_24
mol_2024_07_10_1144040_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1144040_000.pdb -o mol_2024_07_10_1144040_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_24
mol_2024_07_10_1048380_000,Mpro-protein,-4.318,,exp_24
mol_2024_07_10_1123501_000,Mpro-protein,-4.814,,exp_24
mol_2024_07_10_1146330_000,Mpro-protein,-4.557,,exp_24
mol_2024_07_10_1132533_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1132533_000.pdb -o mol_2024_07_10_1132533_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_24
mol_2024_07_10_1103463_000,Mpro-protein,-3.673,,exp_24
mol_2024_07_10_1119201_000,Mpro-protein,-3.728,,exp_24
mol_2024_07_10_1056551_000,Mpro-protein,-4.115,,exp_24
mol_2024_07_10_1131250_000,Mpro-protein,-4.035,,exp_24
