Unnamed: 0,ligand_name,protein_name,computed_dG,error_message,exp_id
0,mol_2024_07_10_1915493_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1915493_000.pdb -o mol_2024_07_10_1915493_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_33
mol_2024_07_10_1904461_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1904461_000.pdb -o mol_2024_07_10_1904461_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1925112_000,Mpro-protein,-7.148,,,exp_33
mol_2024_07_10_1916381_000,Mpro-protein,-7.839,,,exp_33
mol_2024_07_10_1906053_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1906053_000.pdb -o mol_2024_07_10_1906053_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1916580_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1916580_000.pdb -o mol_2024_07_10_1916580_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1912010_000,Mpro-protein,-8.655,,,exp_33
mol_2024_07_10_1925001_000,Mpro-protein,-6.472,,,exp_33
mol_2024_07_10_1904380_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1904380_000.pdb -o mol_2024_07_10_1904380_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1924170_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1924170_000.pdb -o mol_2024_07_10_1924170_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1916292_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1916292_000.pdb -o mol_2024_07_10_1916292_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1905391_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1905391_000.pdb -o mol_2024_07_10_1905391_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1920211_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1920211_000.pdb -o mol_2024_07_10_1920211_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1912021_000,Mpro-protein,-7.377,,,exp_33
mol_2024_07_10_1913370_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1913370_000.pdb -o mol_2024_07_10_1913370_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1915431_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1915431_000.pdb -o mol_2024_07_10_1915431_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1926450_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1926450_000.pdb -o mol_2024_07_10_1926450_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1903031_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1903031_000.pdb -o mol_2024_07_10_1903031_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1905472_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1905472_000.pdb -o mol_2024_07_10_1905472_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1921490_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1921490_000.pdb -o mol_2024_07_10_1921490_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1911110_000,Mpro-protein,-6.785,,,exp_33
mol_2024_07_10_1921453_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1921453_000.pdb -o mol_2024_07_10_1921453_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1911061_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1911061_000.pdb -o mol_2024_07_10_1911061_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_33
mol_2024_07_10_1904093_000,Mpro-protein,-9.349,,,exp_33
