ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1252290_000,Mpro-protein,-5.488,,exp_12
mol_2024_07_09_1302231_000,Mpro-protein,-5.622,,exp_12
mol_2024_07_09_1305143_000,Mpro-protein,-5.501,,exp_12
mol_2024_07_09_1257231_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1257231_000.pdb -o mol_2024_07_09_1257231_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1255231_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1255231_000.pdb -o mol_2024_07_09_1255231_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1245023_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1245023_000.pdb -o mol_2024_07_09_1245023_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1248180_000,Mpro-protein,-5.923,,exp_12
mol_2024_07_09_1259241_000,Mpro-protein,-5.534,,exp_12
mol_2024_07_09_1301102_000,Mpro-protein,-5.297,,exp_12
mol_2024_07_09_1256162_000,Mpro-protein,-5.714,,exp_12
mol_2024_07_09_1242280_000,Mpro-protein,-5.124,,exp_12
mol_2024_07_09_1247323_000,Mpro-protein,-5.233,,exp_12
mol_2024_07_09_1251413_000,Mpro-protein,-5.173,,exp_12
mol_2024_07_09_1252333_000,Mpro-protein,-5.56,,exp_12
mol_2024_07_09_1249342_000,Mpro-protein,-6.261,,exp_12
mol_2024_07_09_1308231_000,Mpro-protein,-6.142,,exp_12
mol_2024_07_09_1303392_000,Mpro-protein,-5.795,,exp_12
mol_2024_07_09_1249241_000,Mpro-protein,-5.318,,exp_12
mol_2024_07_09_1300420_000,Mpro-protein,-5.084,,exp_12
mol_2024_07_09_1246390_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1246390_000.pdb -o mol_2024_07_09_1246390_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1259213_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1259213_000.pdb -o mol_2024_07_09_1259213_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1305231_000,Mpro-protein,-5.446,,exp_12
mol_2024_07_09_1303560_000,Mpro-protein,-5.896,,exp_12
mol_2024_07_09_1249070_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1249070_000.pdb -o mol_2024_07_09_1249070_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1306220_000,Mpro-protein,-5.087,,exp_12
mol_2024_07_09_1308042_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1308042_000.pdb -o mol_2024_07_09_1308042_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1300123_000,Mpro-protein,-6.562,,exp_12
mol_2024_07_09_1245010_000,Mpro-protein,-6.459,,exp_12
mol_2024_07_09_1307241_000,Mpro-protein,-5.973,,exp_12
mol_2024_07_09_1245523_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1245523_000.pdb -o mol_2024_07_09_1245523_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_12
mol_2024_07_09_1251241_000,Mpro-protein,-6.097,,exp_12
