Unnamed: 0,ligand_name,protein_name,computed_dG,error_message,exp_id
0,mol_2024_07_10_1842591_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1842591_000.pdb -o mol_2024_07_10_1842591_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_32
mol_2024_07_10_1840121_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1840121_000.pdb -o mol_2024_07_10_1840121_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1835522_000,Mpro-protein,-5.605,,,exp_32
mol_2024_07_10_1900291_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1900291_000.pdb -o mol_2024_07_10_1900291_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1850201_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1850201_000.pdb -o mol_2024_07_10_1850201_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1846402_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1846402_000.pdb -o mol_2024_07_10_1846402_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1849010_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1849010_000.pdb -o mol_2024_07_10_1849010_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1840470_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1840470_000.pdb -o mol_2024_07_10_1840470_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1838160_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1838160_000.pdb -o mol_2024_07_10_1838160_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1847230_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1847230_000.pdb -o mol_2024_07_10_1847230_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1839580_000,Mpro-protein,-6.205,,,exp_32
mol_2024_07_10_1844292_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1844292_000.pdb -o mol_2024_07_10_1844292_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1854561_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1854561_000.pdb -o mol_2024_07_10_1854561_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1847333_000,Mpro-protein,-6.093,,,exp_32
mol_2024_07_10_1843170_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1843170_000.pdb -o mol_2024_07_10_1843170_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1848522_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1848522_000.pdb -o mol_2024_07_10_1848522_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1846401_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1846401_000.pdb -o mol_2024_07_10_1846401_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1834541_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1834541_000.pdb -o mol_2024_07_10_1834541_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1857580_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1857580_000.pdb -o mol_2024_07_10_1857580_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1854460_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1854460_000.pdb -o mol_2024_07_10_1854460_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1842093_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1842093_000.pdb -o mol_2024_07_10_1842093_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
mol_2024_07_10_1835523_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_10_1835523_000.pdb -o mol_2024_07_10_1835523_000.pdbqt -A hydrogens' returned non-zero exit status 1.,,exp_32
