ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1352301_000,Mpro-protein,-7.226,,exp_14
mol_2024_07_09_1341290_000,Mpro-protein,-7.593,,exp_14
mol_2024_07_09_1354263_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1354263_000.pdb -o mol_2024_07_09_1354263_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_14
mol_2024_07_09_1350143_000,Mpro-protein,-7.685,,exp_14
mol_2024_07_09_1357392_000,Mpro-protein,-8.045,,exp_14
mol_2024_07_09_1338141_000,Mpro-protein,-7.225,,exp_14
mol_2024_07_09_1340523_000,Mpro-protein,-7.86,,exp_14
mol_2024_07_09_1355351_000,Mpro-protein,-8.28,,exp_14
mol_2024_07_09_1349261_000,Mpro-protein,-7.548,,exp_14
mol_2024_07_09_1339010_000,Mpro-protein,-7.973,,exp_14
mol_2024_07_09_1339510_000,Mpro-protein,-6.456,,exp_14
mol_2024_07_09_1359263_000,Mpro-protein,-8.148,,exp_14
mol_2024_07_09_1404140_000,Mpro-protein,-8.054,,exp_14
mol_2024_07_09_1353383_000,Mpro-protein,-8.042,,exp_14
mol_2024_07_09_1357330_000,Mpro-protein,-6.267,,exp_14
mol_2024_07_09_1352473_000,Mpro-protein,-6.301,,exp_14
mol_2024_07_09_1351330_000,Mpro-protein,-7.768,,exp_14
mol_2024_07_09_1354331_000,Mpro-protein,-6.199,,exp_14
mol_2024_07_09_1340390_000,Mpro-protein,-7.222,,exp_14
mol_2024_07_09_1338130_000,Mpro-protein,-8.059,,exp_14
mol_2024_07_09_1346370_000,Mpro-protein,-8.074,,exp_14
mol_2024_07_09_1349530_000,Mpro-protein,-7.795,,exp_14
mol_2024_07_09_1400431_000,Mpro-protein,-6.506,,exp_14
mol_2024_07_09_1344002_000,Mpro-protein,-8.209,,exp_14
mol_2024_07_09_1342210_000,Mpro-protein,-7.764,,exp_14
mol_2024_07_09_1339051_000,Mpro-protein,-7.321,,exp_14
mol_2024_07_09_1401553_000,Mpro-protein,-7.85,,exp_14
mol_2024_07_09_1351563_000,Mpro-protein,-6.916,,exp_14
mol_2024_07_09_1341381_000,Mpro-protein,-6.611,,exp_14
mol_2024_07_09_1403240_000,Mpro-protein,-6.977,,exp_14
mol_2024_07_09_1344550_000,Mpro-protein,-6.652,,exp_14
mol_2024_07_09_1342072_000,Mpro-protein,-6.463,,exp_14
mol_2024_07_09_1357381_000,Mpro-protein,-7.997,,exp_14
mol_2024_07_09_1400520_000,Mpro-protein,-7.13,,exp_14
mol_2024_07_09_1343130_000,Mpro-protein,-7.88,,exp_14
mol_2024_07_09_1348303_000,Mpro-protein,-7.336,,exp_14
mol_2024_07_09_1356563_000,Mpro-protein,-7.162,,exp_14
mol_2024_07_09_1345261_000,Mpro-protein,-7.671,,exp_14
mol_2024_07_09_1346513_000,Mpro-protein,-6.974,,exp_14
mol_2024_07_09_1358401_000,Mpro-protein,-7.145,,exp_14
mol_2024_07_09_1403373_000,Mpro-protein,-7.478,,exp_14
mol_2024_07_09_1347261_000,Mpro-protein,-6.064,,exp_14
mol_2024_07_09_1344020_000,Mpro-protein,-7.655,,exp_14
mol_2024_07_09_1400012_000,Mpro-protein,-6.905,,exp_14
mol_2024_07_09_1357463_000,Mpro-protein,-7.62,,exp_14
mol_2024_07_09_1356430_000,Mpro-protein,-7.843,,exp_14
mol_2024_07_09_1353311_000,Mpro-protein,-7.26,,exp_14
mol_2024_07_09_1404263_000,Mpro-protein,-7.481,,exp_14
mol_2024_07_09_1358240_000,Mpro-protein,-7.916,,exp_14
mol_2024_07_09_1351063_000,Mpro-protein,-7.942,,exp_14
mol_2024_07_09_1348112_000,Mpro-protein,-6.297,,exp_14
mol_2024_07_09_1348261_000,Mpro-protein,-6.36,,exp_14
mol_2024_07_09_1342331_000,Mpro-protein,-7.212,,exp_14
mol_2024_07_09_1352250_000,Mpro-protein,-7.219,,exp_14
mol_2024_07_09_1351291_000.sdf,Mpro-protein.pdb,,Command './ADFRsuite/ADFRsuite_x86_64Linux_1.0/bin/prepare_ligand -l mol_2024_07_09_1351291_000.pdb -o mol_2024_07_09_1351291_000.pdbqt -A hydrogens' returned non-zero exit status 1.,exp_14
mol_2024_07_09_1353180_000,Mpro-protein,-6.704,,exp_14
mol_2024_07_09_1349203_000,Mpro-protein,-6.379,,exp_14
mol_2024_07_09_1343301_000,Mpro-protein,-8.211,,exp_14
mol_2024_07_09_1401063_000,Mpro-protein,-6.223,,exp_14
mol_2024_07_09_1346062_000,Mpro-protein,-7.706,,exp_14
mol_2024_07_09_1355000_000,Mpro-protein,-7.231,,exp_14
mol_2024_07_09_1346251_000,Mpro-protein,-5.971,,exp_14
mol_2024_07_09_1338163_000,Mpro-protein,-6.552,,exp_14
mol_2024_07_09_1355173_000,Mpro-protein,-6.574,,exp_14
mol_2024_07_09_1346023_000,Mpro-protein,-7.284,,exp_14
mol_2024_07_09_1359140_000.sdf,Mpro-protein.pdb,,local variable 'e' referenced before assignment,exp_14
mol_2024_07_09_1356063_000,Mpro-protein,-7.194,,exp_14
mol_2024_07_09_1355500_000,Mpro-protein,-7.469,,exp_14
mol_2024_07_09_1349050_000,Mpro-protein,-7.67,,exp_14
mol_2024_07_09_1358373_000,Mpro-protein,-6.416,,exp_14
mol_2024_07_09_1355182_000,Mpro-protein,-6.457,,exp_14
mol_2024_07_09_1402461_000,Mpro-protein,-6.505,,exp_14
mol_2024_07_09_1345450_000,Mpro-protein,-6.651,,exp_14
mol_2024_07_09_1401440_000,Mpro-protein,-6.338,,exp_14
mol_2024_07_09_1400163_000,Mpro-protein,-7.84,,exp_14
mol_2024_07_09_1344223_000,Mpro-protein,-7.795,,exp_14
mol_2024_07_09_1403481_000,Mpro-protein,-7.266,,exp_14
mol_2024_07_09_1345143_000,Mpro-protein,-6.405,,exp_14
mol_2024_07_09_1402463_000,Mpro-protein,-8.115,,exp_14
mol_2024_07_09_1402222_000,Mpro-protein,-8.159,,exp_14
mol_2024_07_09_1343323_000,Mpro-protein,-6.29,,exp_14
mol_2024_07_09_1341443_000,Mpro-protein,-6.394,,exp_14
mol_2024_07_09_1356361_000,Mpro-protein,-7.053,,exp_14
mol_2024_07_09_1359421_000,Mpro-protein,-6.607,,exp_14
mol_2024_07_09_1350430_000,Mpro-protein,-7.404,,exp_14
mol_2024_07_09_1344271_000,Mpro-protein,-6.737,,exp_14
mol_2024_07_09_1342383_000,Mpro-protein,-7.277,,exp_14
mol_2024_07_09_1350271_000,Mpro-protein,-6.717,,exp_14
