ligand_name,protein_name,computed_dG,error_message,exp_id
mol_2024_07_09_1252290_000_0,Mpro-protein,-6.915637,,exp_12
mol_2024_07_09_1252290_000_0,Mpro-protein,-6.915617,,exp_12
mol_2024_07_09_1302231_000_0,Mpro-protein,-6.300756,,exp_12
mol_2024_07_09_1302231_000_0,Mpro-protein,-6.107256,,exp_12
mol_2024_07_09_1305143_000_0,Mpro-protein,-7.283584,,exp_12
mol_2024_07_09_1305143_000_0,Mpro-protein,-7.293383,,exp_12
mol_2024_07_09_1257231_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1257231_000_docked.sdf,exp_12
mol_2024_07_09_1255231_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1255231_000_docked.sdf,exp_12
mol_2024_07_09_1245023_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1245023_000_docked.sdf,exp_12
mol_2024_07_09_1248180_000_0,Mpro-protein,-5.814162,,exp_12
mol_2024_07_09_1248180_000_0,Mpro-protein,-5.81416,,exp_12
mol_2024_07_09_1259241_000_0,Mpro-protein,-7.021696,,exp_12
mol_2024_07_09_1259241_000_0,Mpro-protein,-6.878909,,exp_12
mol_2024_07_09_1301102_000_0,Mpro-protein,-8.292983,,exp_12
mol_2024_07_09_1301102_000_0,Mpro-protein,-8.278951,,exp_12
mol_2024_07_09_1256162_000_0,Mpro-protein,-6.511595,,exp_12
mol_2024_07_09_1256162_000_0,Mpro-protein,-6.557489,,exp_12
mol_2024_07_09_1242280_000_0,Mpro-protein,-5.641261,,exp_12
mol_2024_07_09_1242280_000_0,Mpro-protein,-5.657457,,exp_12
mol_2024_07_09_1247323_000_0,Mpro-protein,-5.865262,,exp_12
mol_2024_07_09_1247323_000_0,Mpro-protein,-5.958452,,exp_12
mol_2024_07_09_1251413_000_0,Mpro-protein,-5.69587,,exp_12
mol_2024_07_09_1251413_000_0,Mpro-protein,-5.687953,,exp_12
mol_2024_07_09_1252333_000_0,Mpro-protein,-9.965517,,exp_12
mol_2024_07_09_1252333_000_0,Mpro-protein,-9.948576,,exp_12
mol_2024_07_09_1249342_000_0,Mpro-protein,-8.289082,,exp_12
mol_2024_07_09_1249342_000_0,Mpro-protein,-8.379477,,exp_12
mol_2024_07_09_1308231_000_0,Mpro-protein,-6.584322,,exp_12
mol_2024_07_09_1308231_000_0,Mpro-protein,-6.707847,,exp_12
mol_2024_07_09_1303392_000_0,Mpro-protein,-7.00961,,exp_12
mol_2024_07_09_1303392_000_0,Mpro-protein,-7.057251,,exp_12
mol_2024_07_09_1249241_000_0,Mpro-protein,-7.09767,,exp_12
mol_2024_07_09_1249241_000_0,Mpro-protein,-7.453046,,exp_12
mol_2024_07_09_1300420_000_0,Mpro-protein,-6.928051,,exp_12
mol_2024_07_09_1300420_000_0,Mpro-protein,-6.959263,,exp_12
mol_2024_07_09_1246390_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1246390_000_docked.sdf,exp_12
mol_2024_07_09_1259213_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1259213_000_docked.sdf,exp_12
mol_2024_07_09_1305231_000_0,Mpro-protein,-6.618478,,exp_12
mol_2024_07_09_1305231_000_0,Mpro-protein,-6.61848,,exp_12
mol_2024_07_09_1303560_000_0,Mpro-protein,-5.826362,,exp_12
mol_2024_07_09_1303560_000_0,Mpro-protein,-5.660364,,exp_12
mol_2024_07_09_1249070_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1249070_000_docked.sdf,exp_12
mol_2024_07_09_1306220_000_0,Mpro-protein,-5.720944,,exp_12
mol_2024_07_09_1306220_000_0,Mpro-protein,-5.69002,,exp_12
mol_2024_07_09_1308042_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1308042_000_docked.sdf,exp_12
mol_2024_07_09_1300123_000_0,Mpro-protein,-5.994076,,exp_12
mol_2024_07_09_1300123_000_0,Mpro-protein,-6.145586,,exp_12
mol_2024_07_09_1245010_000_0,Mpro-protein,-6.931786,,exp_12
mol_2024_07_09_1245010_000_0,Mpro-protein,-6.802063,,exp_12
mol_2024_07_09_1307241_000_0,Mpro-protein,-8.489343,,exp_12
mol_2024_07_09_1307241_000_0,Mpro-protein,-8.573251,,exp_12
mol_2024_07_09_1245523_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1245523_000_docked.sdf,exp_12
mol_2024_07_09_1251241_000_0,Mpro-protein,-8.262587,,exp_12
mol_2024_07_09_1251241_000_0,Mpro-protein,-8.197368,,exp_12
mol_2024_07_09_1308393_000.sdf,Mpro-protein.pdb,,File error: Invalid input file Mpro-x0072_0_DU_0_receptor_mol_2024_07_09_1308393_000_docked.sdf,exp_12
mol_2024_07_09_1250503_000_0,Mpro-protein,-7.549909,,exp_12
mol_2024_07_09_1250503_000_0,Mpro-protein,-7.11154,,exp_12
mol_2024_07_09_1259050_000_0,Mpro-protein,-6.219572,,exp_12
mol_2024_07_09_1259050_000_0,Mpro-protein,-6.219574,,exp_12
mol_2024_07_09_1254110_000_0,Mpro-protein,-5.168159,,exp_12
mol_2024_07_09_1254110_000_0,Mpro-protein,-5.284155,,exp_12
